Date;Close;Volume
03/01/2011;10.650000;7465800
04/01/2011;10.620000;5374700
05/01/2011;11.100000;8735800
06/01/2011;11.240000;4464100
07/01/2011;11.400000;4367100
10/01/2011;11.470000;4006900
11/01/2011;10.970000;6168400
12/01/2011;10.880000;5974600
13/01/2011;10.890000;2383500
14/01/2011;10.790000;2627800
18/01/2011;10.120000;6080000
19/01/2011;10.030000;7070600
20/01/2011;10.250000;7261600
21/01/2011;9.830000;6149200
24/01/2011;10.100000;8032000
25/01/2011;10.130000;4904300
26/01/2011;10.800000;18712800
27/01/2011;11.050000;8105600
28/01/2011;10.160000;12193100
31/01/2011;9.920000;7896200
01/02/2011;9.910000;7210700
02/02/2011;9.520000;11711100
03/02/2011;9.590000;7497900
04/02/2011;9.240000;14741000
07/02/2011;9.720000;9401400
08/02/2011;9.880000;7856100
09/02/2011;9.880000;5590900
10/02/2011;9.850000;11182000
11/02/2011;10.130000;5667600
14/02/2011;9.970000;4085900
15/02/2011;10.080000;3795500
16/02/2011;10.100000;4834700
17/02/2011;9.920000;6105400
18/02/2011;9.720000;6368400
22/02/2011;9.170000;18997000
23/02/2011;8.490000;19813900
24/02/2011;8.430000;19301800
25/02/2011;8.570000;9975300
28/02/2011;8.610000;6397300
01/03/2011;7.950000;10971500
02/03/2011;7.970000;8529800
03/03/2011;8.360000;10080800
04/03/2011;8.280000;9106100
07/03/2011;8.300000;9013100
08/03/2011;9.280000;17391800
09/03/2011;8.930000;9208600
10/03/2011;9.090000;12794400
11/03/2011;9.180000;7020900
14/03/2011;8.870000;6065400
15/03/2011;8.920000;7721400
16/03/2011;8.550000;7057900
17/03/2011;8.490000;8125500
18/03/2011;8.960000;12142300
21/03/2011;9.170000;6282900
22/03/2011;8.900000;5166300
23/03/2011;8.730000;4647900
24/03/2011;8.860000;3518300
25/03/2011;9.020000;3734100
28/03/2011;9.020000;4247300
29/03/2011;8.870000;4795400
30/03/2011;8.970000;4449500
31/03/2011;8.710000;4789000
01/04/2011;8.780000;5409700
04/04/2011;8.740000;3532300
05/04/2011;8.450000;5060900
06/04/2011;8.400000;8932200
07/04/2011;8.240000;4704900
08/04/2011;7.940000;7973400
11/04/2011;8.240000;9983600
12/04/2011;8.450000;10324000
13/04/2011;8.260000;5443600
14/04/2011;8.060000;4264300
15/04/2011;8.090000;3365500
18/04/2011;8.330000;6033500
19/04/2011;8.250000;4882900
20/04/2011;8.140000;5109400
21/04/2011;8.130000;2327600
25/04/2011;8.280000;4390200
26/04/2011;8.800000;9900000
27/04/2011;8.750000;6254500
28/04/2011;8.770000;3816900
29/04/2011;9.090000;6945900
02/05/2011;9.060000;6785000
03/05/2011;9.220000;4669600
04/05/2011;9.300000;4755100
05/05/2011;9.820000;12607500
06/05/2011;9.690000;7512000
09/05/2011;9.320000;4777800
10/05/2011;9.500000;8498400
11/05/2011;9.990000;10792600
12/05/2011;9.620000;4700000
13/05/2011;9.410000;3481900
16/05/2011;9.940000;6887400
17/05/2011;9.800000;5156200
18/05/2011;9.670000;5936200
19/05/2011;10.320000;13517000
20/05/2011;10.170000;6661100
23/05/2011;10.000000;4894300
24/05/2011;9.740000;4525400
25/05/2011;9.270000;11228500
26/05/2011;9.250000;8251200
27/05/2011;9.120000;5244600
31/05/2011;9.100000;4598200
01/06/2011;9.040000;7612800
02/06/2011;9.110000;6402600
03/06/2011;8.890000;7699000
06/06/2011;8.550000;5980600
07/06/2011;8.560000;4748800
08/06/2011;8.260000;7596500
09/06/2011;8.040000;5903800
10/06/2011;8.100000;5913400
13/06/2011;8.210000;4784300
14/06/2011;8.170000;3855200
15/06/2011;8.230000;7821300
16/06/2011;8.230000;6158700
17/06/2011;8.400000;7317800
20/06/2011;8.600000;6149300
21/06/2011;8.650000;6442300
22/06/2011;8.480000;4035200
23/06/2011;8.910000;9175700
24/06/2011;8.690000;9727600
27/06/2011;9.150000;9019900
28/06/2011;9.130000;5230600
29/06/2011;8.850000;5097400
30/06/2011;8.910000;4527600
01/07/2011;8.940000;4370600
05/07/2011;8.450000;7291800
06/07/2011;8.340000;7352400
07/07/2011;8.390000;5312200
08/07/2011;8.210000;5908200
11/07/2011;8.060000;3640700
12/07/2011;7.950000;5632800
13/07/2011;7.900000;4197200
14/07/2011;7.640000;6728300
15/07/2011;7.440000;5390000
18/07/2011;7.030000;9705600
19/07/2011;7.010000;9755200
20/07/2011;6.900000;5444800
21/07/2011;6.900000;7881300
22/07/2011;6.800000;6769300
25/07/2011;6.500000;6573000
26/07/2011;6.390000;8443700
27/07/2011;6.180000;11153500
28/07/2011;5.980000;7087600
29/07/2011;6.240000;10494200
01/08/2011;5.960000;7793200
02/08/2011;5.520000;10722500
03/08/2011;5.900000;19385900
04/08/2011;5.630000;11835800
05/08/2011;5.520000;8658300
08/08/2011;4.970000;14652400
09/08/2011;5.790000;9635500
10/08/2011;5.320000;9670700
11/08/2011;5.480000;11562200
12/08/2011;5.530000;7072500
15/08/2011;5.880000;8864400
16/08/2011;5.970000;6967400
17/08/2011;5.690000;9433700
18/08/2011;5.350000;6220800
19/08/2011;5.140000;7474400
22/08/2011;5.110000;5917600
23/08/2011;5.330000;6847100
24/08/2011;5.300000;4539100
25/08/2011;5.080000;6871100
