,DateOfDeparture,year,month,day,weekday,week,n_days,UnemploymentRate,State,Abbreviation,GDP_per_cap,bank_holidays,school_holidays
5103,2011-12-08,2011,12,8,3,49,15316,7.4,Delaware,DE,62837.0,False,
5104,2011-12-08,2011,12,8,3,49,15316,10.4,District of Columbia,DC,16803.0,False,
5105,2011-12-08,2011,12,8,3,49,15316,9.9,Florida,FL,38604.0,False,
5106,2011-12-08,2011,12,8,3,49,15316,9.7,Georgia,GA,42029.0,False,
5107,2011-12-08,2011,12,8,3,49,15316,6.6,Hawaii,HI,49418.0,False,
5108,2011-12-08,2011,12,8,3,49,15316,8.4,Idaho,ID,3462.0,False,
5109,2011-12-08,2011,12,8,3,49,15316,9.8,Illinois,IL,50304.0,False,
5110,2011-12-08,2011,12,8,3,49,15316,9.0,Indiana,IN,42996.0,False,
5111,2011-12-08,2011,12,8,3,49,15316,5.6,Iowa,IA,45884.0,False,
5112,2011-12-08,2011,12,8,3,49,15316,6.3,Kansas,KS,44243.0,False,
5113,2011-12-08,2011,12,8,3,49,15316,9.1,Kentucky,KY,37579.0,False,
5114,2011-12-08,2011,12,8,3,49,15316,6.8,Louisiana,LA,48599.0,False,
5115,2011-12-08,2011,12,8,3,49,15316,7.0,Maine,ME,38352.0,False,
5116,2011-12-08,2011,12,8,3,49,15316,6.7,Maryland,MD,53675.0,False,
5117,2011-12-08,2011,12,8,3,49,15316,6.8,Massachusetts,MA,60808.0,False,
5118,2011-12-08,2011,12,8,3,49,15316,9.3,Michigan,MI,38763.0,False,
5119,2011-12-08,2011,12,8,3,49,15316,5.7,Minnesota,MN,50148.0,False,
5120,2011-12-08,2011,12,8,3,49,15316,10.4,Mississippi,MS,31688.0,False,
5121,2011-12-08,2011,12,8,3,49,15316,8.0,Missouri,MO,42204.0,False,
5122,2011-12-08,2011,12,8,3,49,15316,6.8,Montana,MT,37733.0,False,
5123,2011-12-08,2011,12,8,3,49,15316,4.1,Nebraska,NE,49569.0,False,
5124,2011-12-08,2011,12,8,3,49,15316,12.6,Nevada,NV,44589.0,False,
5125,2011-12-08,2011,12,8,3,49,15316,5.1,New Hampshire,NH,48388.0,False,
5126,2011-12-08,2011,12,8,3,49,15316,9.0,New Jersey,NJ,55023.0,False,
5127,2011-12-08,2011,12,8,3,49,15316,6.6,New Mexico,NM,40297.0,False,
5128,2011-12-08,2011,12,8,3,49,15316,8.0,New York,NY,61267.0,False,
5129,2011-12-08,2011,12,8,3,49,15316,9.9,North Carolina,NC,43141.0,False,
5130,2011-12-08,2011,12,8,3,49,15316,3.3,North Dakota,ND,52185.0,False,
5131,2011-12-08,2011,12,8,3,49,15316,8.1,Ohio,OH,42667.0,False,
5132,2011-12-08,2011,12,8,3,49,15316,6.1,Oklahoma,OK,38303.0,False,
5133,2011-12-08,2011,12,8,3,49,15316,8.9,Oregon,OR,49601.0,False,
5134,2011-12-08,2011,12,8,3,49,15316,7.6,Pennsylvania,PA,46387.0,False,
5135,2011-12-08,2011,12,8,3,49,15316,14.7,Puerto Rico,,,False,
5136,2011-12-08,2011,12,8,3,49,15316,10.8,Rhode Island,RI,46332.0,False,
5137,2011-12-08,2011,12,8,3,49,15316,9.5,South Carolina,SC,35126.0,False,
5138,2011-12-08,2011,12,8,3,49,15316,4.2,South Dakota,SD,45605.0,False,
5139,2011-12-08,2011,12,8,3,49,15316,8.7,Tennessee,TN,3937.0,False,
5140,2011-12-08,2011,12,8,3,49,15316,7.8,Texas,TX,47417.0,False,
5141,2011-12-08,2011,12,8,3,49,15316,6.0,Utah,UT,415.0,False,
5142,2011-12-08,2011,12,8,3,49,15316,5.1,Vermont,VT,4217.0,False,
5143,2011-12-08,2011,12,8,3,49,15316,6.2,Virginia,VA,51946.0,False,
5144,2011-12-08,2011,12,8,3,49,15316,8.5,Washington,WA,52679.0,False,
5145,2011-12-08,2011,12,8,3,49,15316,7.9,West Virginia,WV,35368.0,False,
5146,2011-12-08,2011,12,8,3,49,15316,7.1,Wisconsin,WI,44126.0,False,
5147,2011-12-08,2011,12,8,3,49,15316,5.8,Wyoming,WY,64603.0,False,
5148,2011-12-09,2011,12,9,4,49,15317,8.1,Alabama,AL,35913.0,False,0.0
5149,2011-12-09,2011,12,9,4,49,15317,7.3,Alaska,AK,69564.0,False,0.0
5150,2011-12-09,2011,12,9,4,49,15317,8.7,Arizona,AZ,37935.0,False,0.0
5151,2011-12-09,2011,12,9,4,49,15317,7.7,Arkansas,AR,34671.0,False,0.0
5152,2011-12-09,2011,12,9,4,49,15317,11.1,California,CA,51871.0,False,0.0
5153,2011-12-09,2011,12,9,4,49,15317,7.9,Colorado,CO,49254.0,False,0.0
5154,2011-12-09,2011,12,9,4,49,15317,8.2,Connecticut,CT,64906.0,False,0.0
5155,2011-12-09,2011,12,9,4,49,15317,7.4,Delaware,DE,62837.0,False,0.0
5156,2011-12-09,2011,12,9,4,49,15317,10.4,District of Columbia,DC,16803.0,False,0.0
5157,2011-12-09,2011,12,9,4,49,15317,9.9,Florida,FL,38604.0,False,0.0
5158,2011-12-09,2011,12,9,4,49,15317,9.7,Georgia,GA,42029.0,False,0.0
5159,2011-12-09,2011,12,9,4,49,15317,6.6,Hawaii,HI,49418.0,False,0.0
5160,2011-12-09,2011,12,9,4,49,15317,8.4,Idaho,ID,3462.0,False,0.0
5161,2011-12-09,2011,12,9,4,49,15317,9.8,Illinois,IL,50304.0,False,0.0
5162,2011-12-09,2011,12,9,4,49,15317,9.0,Indiana,IN,42996.0,False,0.0
5163,2011-12-09,2011,12,9,4,49,15317,5.6,Iowa,IA,45884.0,False,0.0
5164,2011-12-09,2011,12,9,4,49,15317,6.3,Kansas,KS,44243.0,False,0.0
5165,2011-12-09,2011,12,9,4,49,15317,9.1,Kentucky,KY,37579.0,False,0.0
5166,2011-12-09,2011,12,9,4,49,15317,6.8,Louisiana,LA,48599.0,False,0.0
5167,2011-12-09,2011,12,9,4,49,15317,7.0,Maine,ME,38352.0,False,0.0
5168,2011-12-09,2011,12,9,4,49,15317,6.7,Maryland,MD,53675.0,False,0.0
5169,2011-12-09,2011,12,9,4,49,15317,6.8,Massachusetts,MA,60808.0,False,0.0
5170,2011-12-09,2011,12,9,4,49,15317,9.3,Michigan,MI,38763.0,False,0.0
5171,2011-12-09,2011,12,9,4,49,15317,5.7,Minnesota,MN,50148.0,False,0.0
5172,2011-12-09,2011,12,9,4,49,15317,10.4,Mississippi,MS,31688.0,False,0.0
5173,2011-12-09,2011,12,9,4,49,15317,8.0,Missouri,MO,42204.0,False,0.0
5174,2011-12-09,2011,12,9,4,49,15317,6.8,Montana,MT,37733.0,False,0.0
5175,2011-12-09,2011,12,9,4,49,15317,4.1,Nebraska,NE,49569.0,False,0.0
5176,2011-12-09,2011,12,9,4,49,15317,12.6,Nevada,NV,44589.0,False,0.0
5177,2011-12-09,2011,12,9,4,49,15317,5.1,New Hampshire,NH,48388.0,False,0.0
5178,2011-12-09,2011,12,9,4,49,15317,9.0,New Jersey,NJ,55023.0,False,0.0
5179,2011-12-09,2011,12,9,4,49,15317,6.6,New Mexico,NM,40297.0,False,0.0
5180,2011-12-09,2011,12,9,4,49,15317,8.0,New York,NY,61267.0,False,0.0
5181,2011-12-09,2011,12,9,4,49,15317,9.9,North Carolina,NC,43141.0,False,0.0
5182,2011-12-09,2011,12,9,4,49,15317,3.3,North Dakota,ND,52185.0,False,0.0
5183,2011-12-09,2011,12,9,4,49,15317,8.1,Ohio,OH,42667.0,False,0.0
5184,2011-12-09,2011,12,9,4,49,15317,6.1,Oklahoma,OK,38303.0,False,0.0
5185,2011-12-09,2011,12,9,4,49,15317,8.9,Oregon,OR,49601.0,False,0.0
5186,2011-12-09,2011,12,9,4,49,15317,7.6,Pennsylvania,PA,46387.0,False,0.0
5187,2011-12-09,2011,12,9,4,49,15317,14.7,Puerto Rico,,,False,0.0
5188,2011-12-09,2011,12,9,4,49,15317,10.8,Rhode Island,RI,46332.0,False,0.0
5189,2011-12-09,2011,12,9,4,49,15317,9.5,South Carolina,SC,35126.0,False,0.0
5190,2011-12-09,2011,12,9,4,49,15317,4.2,South Dakota,SD,45605.0,False,0.0
5191,2011-12-09,2011,12,9,4,49,15317,8.7,Tennessee,TN,3937.0,False,0.0
5192,2011-12-09,2011,12,9,4,49,15317,7.8,Texas,TX,47417.0,False,0.0
5193,2011-12-09,2011,12,9,4,49,15317,6.0,Utah,UT,415.0,False,0.0
5194,2011-12-09,2011,12,9,4,49,15317,5.1,Vermont,VT,4217.0,False,0.0
5195,2011-12-09,2011,12,9,4,49,15317,6.2,Virginia,VA,51946.0,False,0.0
5196,2011-12-09,2011,12,9,4,49,15317,8.5,Washington,WA,52679.0,False,0.0
5197,2011-12-09,2011,12,9,4,49,15317,7.9,West Virginia,WV,35368.0,False,0.0
5198,2011-12-09,2011,12,9,4,49,15317,7.1,Wisconsin,WI,44126.0,False,0.0
5199,2011-12-09,2011,12,9,4,49,15317,5.8,Wyoming,WY,64603.0,False,0.0
5200,2011-12-10,2011,12,10,5,49,15318,8.1,Alabama,AL,35913.0,False,0.0
5201,2011-12-10,2011,12,10,5,49,15318,7.3,Alaska,AK,69564.0,False,0.0
5202,2011-12-10,2011,12,10,5,49,15318,8.7,Arizona,AZ,37935.0,False,0.0
5203,2011-12-10,2011,12,10,5,49,15318,7.7,Arkansas,AR,34671.0,False,0.0
5204,2011-12-10,2011,12,10,5,49,15318,11.1,California,CA,51871.0,False,0.0
5205,2011-12-10,2011,12,10,5,49,15318,7.9,Colorado,CO,49254.0,False,0.0
5206,2011-12-10,2011,12,10,5,49,15318,8.2,Connecticut,CT,64906.0,False,0.0
5207,2011-12-10,2011,12,10,5,49,15318,7.4,Delaware,DE,62837.0,False,0.0
5208,2011-12-10,2011,12,10,5,49,15318,10.4,District of Columbia,DC,16803.0,False,0.0
5209,2011-12-10,2011,12,10,5,49,15318,9.9,Florida,FL,38604.0,False,0.0
5210,2011-12-10,2011,12,10,5,49,15318,9.7,Georgia,GA,42029.0,False,0.0
5211,2011-12-10,2011,12,10,5,49,15318,6.6,Hawaii,HI,49418.0,False,0.0
5212,2011-12-10,2011,12,10,5,49,15318,8.4,Idaho,ID,3462.0,False,0.0
5213,2011-12-10,2011,12,10,5,49,15318,9.8,Illinois,IL,50304.0,False,0.0
5214,2011-12-10,2011,12,10,5,49,15318,9.0,Indiana,IN,42996.0,False,0.0
5215,2011-12-10,2011,12,10,5,49,15318,5.6,Iowa,IA,45884.0,False,0.0
5216,2011-12-10,2011,12,10,5,49,15318,6.3,Kansas,KS,44243.0,False,0.0
5217,2011-12-10,2011,12,10,5,49,15318,9.1,Kentucky,KY,37579.0,False,0.0
5218,2011-12-10,2011,12,10,5,49,15318,6.8,Louisiana,LA,48599.0,False,0.0
5219,2011-12-10,2011,12,10,5,49,15318,7.0,Maine,ME,38352.0,False,0.0
5220,2011-12-10,2011,12,10,5,49,15318,6.7,Maryland,MD,53675.0,False,0.0
5221,2011-12-10,2011,12,10,5,49,15318,6.8,Massachusetts,MA,60808.0,False,0.0
5222,2011-12-10,2011,12,10,5,49,15318,9.3,Michigan,MI,38763.0,False,0.0
5223,2011-12-10,2011,12,10,5,49,15318,5.7,Minnesota,MN,50148.0,False,0.0
5224,2011-12-10,2011,12,10,5,49,15318,10.4,Mississippi,MS,31688.0,False,0.0
5225,2011-12-10,2011,12,10,5,49,15318,8.0,Missouri,MO,42204.0,False,0.0
5226,2011-12-10,2011,12,10,5,49,15318,6.8,Montana,MT,37733.0,False,0.0
5227,2011-12-10,2011,12,10,5,49,15318,4.1,Nebraska,NE,49569.0,False,0.0
5228,2011-12-10,2011,12,10,5,49,15318,12.6,Nevada,NV,44589.0,False,0.0
5229,2011-12-10,2011,12,10,5,49,15318,5.1,New Hampshire,NH,48388.0,False,0.0
5230,2011-12-10,2011,12,10,5,49,15318,9.0,New Jersey,NJ,55023.0,False,0.0
5231,2011-12-10,2011,12,10,5,49,15318,6.6,New Mexico,NM,40297.0,False,0.0
5232,2011-12-10,2011,12,10,5,49,15318,8.0,New York,NY,61267.0,False,0.0
5233,2011-12-10,2011,12,10,5,49,15318,9.9,North Carolina,NC,43141.0,False,0.0
5234,2011-12-10,2011,12,10,5,49,15318,3.3,North Dakota,ND,52185.0,False,0.0
5235,2011-12-10,2011,12,10,5,49,15318,8.1,Ohio,OH,42667.0,False,0.0
5236,2011-12-10,2011,12,10,5,49,15318,6.1,Oklahoma,OK,38303.0,False,0.0
5237,2011-12-10,2011,12,10,5,49,15318,8.9,Oregon,OR,49601.0,False,0.0
5238,2011-12-10,2011,12,10,5,49,15318,7.6,Pennsylvania,PA,46387.0,False,0.0
5239,2011-12-10,2011,12,10,5,49,15318,14.7,Puerto Rico,,,False,0.0
5240,2011-12-10,2011,12,10,5,49,15318,10.8,Rhode Island,RI,46332.0,False,0.0
5241,2011-12-10,2011,12,10,5,49,15318,9.5,South Carolina,SC,35126.0,False,0.0
5242,2011-12-10,2011,12,10,5,49,15318,4.2,South Dakota,SD,45605.0,False,0.0
5243,2011-12-10,2011,12,10,5,49,15318,8.7,Tennessee,TN,3937.0,False,0.0
5244,2011-12-10,2011,12,10,5,49,15318,7.8,Texas,TX,47417.0,False,0.0
5245,2011-12-10,2011,12,10,5,49,15318,6.0,Utah,UT,415.0,False,0.0
5246,2011-12-10,2011,12,10,5,49,15318,5.1,Vermont,VT,4217.0,False,0.0
5247,2011-12-10,2011,12,10,5,49,15318,6.2,Virginia,VA,51946.0,False,0.0
5248,2011-12-10,2011,12,10,5,49,15318,8.5,Washington,WA,52679.0,False,0.0
5249,2011-12-10,2011,12,10,5,49,15318,7.9,West Virginia,WV,35368.0,False,0.0
5250,2011-12-10,2011,12,10,5,49,15318,7.1,Wisconsin,WI,44126.0,False,0.0
5251,2011-12-10,2011,12,10,5,49,15318,5.8,Wyoming,WY,64603.0,False,0.0
5252,2011-12-11,2011,12,11,6,49,15319,8.1,Alabama,AL,35913.0,False,0.0
5253,2011-12-11,2011,12,11,6,49,15319,7.3,Alaska,AK,69564.0,False,0.0
5254,2011-12-11,2011,12,11,6,49,15319,8.7,Arizona,AZ,37935.0,False,0.0
5255,2011-12-11,2011,12,11,6,49,15319,7.7,Arkansas,AR,34671.0,False,0.0
5256,2011-12-11,2011,12,11,6,49,15319,11.1,California,CA,51871.0,False,0.0
5257,2011-12-11,2011,12,11,6,49,15319,7.9,Colorado,CO,49254.0,False,0.0
5258,2011-12-11,2011,12,11,6,49,15319,8.2,Connecticut,CT,64906.0,False,0.0
5259,2011-12-11,2011,12,11,6,49,15319,7.4,Delaware,DE,62837.0,False,0.0
5260,2011-12-11,2011,12,11,6,49,15319,10.4,District of Columbia,DC,16803.0,False,0.0
5261,2011-12-11,2011,12,11,6,49,15319,9.9,Florida,FL,38604.0,False,0.0
5262,2011-12-11,2011,12,11,6,49,15319,9.7,Georgia,GA,42029.0,False,0.0
5263,2011-12-11,2011,12,11,6,49,15319,6.6,Hawaii,HI,49418.0,False,0.0
5264,2011-12-11,2011,12,11,6,49,15319,8.4,Idaho,ID,3462.0,False,0.0
5265,2011-12-11,2011,12,11,6,49,15319,9.8,Illinois,IL,50304.0,False,0.0
5266,2011-12-11,2011,12,11,6,49,15319,9.0,Indiana,IN,42996.0,False,0.0
5267,2011-12-11,2011,12,11,6,49,15319,5.6,Iowa,IA,45884.0,False,0.0
5268,2011-12-11,2011,12,11,6,49,15319,6.3,Kansas,KS,44243.0,False,0.0
5269,2011-12-11,2011,12,11,6,49,15319,9.1,Kentucky,KY,37579.0,False,0.0
5270,2011-12-11,2011,12,11,6,49,15319,6.8,Louisiana,LA,48599.0,False,0.0
5271,2011-12-11,2011,12,11,6,49,15319,7.0,Maine,ME,38352.0,False,0.0
5272,2011-12-11,2011,12,11,6,49,15319,6.7,Maryland,MD,53675.0,False,0.0
5273,2011-12-11,2011,12,11,6,49,15319,6.8,Massachusetts,MA,60808.0,False,0.0
5274,2011-12-11,2011,12,11,6,49,15319,9.3,Michigan,MI,38763.0,False,0.0
5275,2011-12-11,2011,12,11,6,49,15319,5.7,Minnesota,MN,50148.0,False,0.0
5276,2011-12-11,2011,12,11,6,49,15319,10.4,Mississippi,MS,31688.0,False,0.0
5277,2011-12-11,2011,12,11,6,49,15319,8.0,Missouri,MO,42204.0,False,0.0
5278,2011-12-11,2011,12,11,6,49,15319,6.8,Montana,MT,37733.0,False,0.0
5279,2011-12-11,2011,12,11,6,49,15319,4.1,Nebraska,NE,49569.0,False,0.0
5280,2011-12-11,2011,12,11,6,49,15319,12.6,Nevada,NV,44589.0,False,0.0
5281,2011-12-11,2011,12,11,6,49,15319,5.1,New Hampshire,NH,48388.0,False,0.0
5282,2011-12-11,2011,12,11,6,49,15319,9.0,New Jersey,NJ,55023.0,False,0.0
5283,2011-12-11,2011,12,11,6,49,15319,6.6,New Mexico,NM,40297.0,False,0.0
5284,2011-12-11,2011,12,11,6,49,15319,8.0,New York,NY,61267.0,False,0.0
5285,2011-12-11,2011,12,11,6,49,15319,9.9,North Carolina,NC,43141.0,False,0.0
5286,2011-12-11,2011,12,11,6,49,15319,3.3,North Dakota,ND,52185.0,False,0.0
5287,2011-12-11,2011,12,11,6,49,15319,8.1,Ohio,OH,42667.0,False,0.0
5288,2011-12-11,2011,12,11,6,49,15319,6.1,Oklahoma,OK,38303.0,False,0.0
5289,2011-12-11,2011,12,11,6,49,15319,8.9,Oregon,OR,49601.0,False,0.0
5290,2011-12-11,2011,12,11,6,49,15319,7.6,Pennsylvania,PA,46387.0,False,0.0
5291,2011-12-11,2011,12,11,6,49,15319,14.7,Puerto Rico,,,False,0.0
5292,2011-12-11,2011,12,11,6,49,15319,10.8,Rhode Island,RI,46332.0,False,0.0
5293,2011-12-11,2011,12,11,6,49,15319,9.5,South Carolina,SC,35126.0,False,0.0
5294,2011-12-11,2011,12,11,6,49,15319,4.2,South Dakota,SD,45605.0,False,0.0
5295,2011-12-11,2011,12,11,6,49,15319,8.7,Tennessee,TN,3937.0,False,0.0
5296,2011-12-11,2011,12,11,6,49,15319,7.8,Texas,TX,47417.0,False,0.0
5297,2011-12-11,2011,12,11,6,49,15319,6.0,Utah,UT,415.0,False,0.0
5298,2011-12-11,2011,12,11,6,49,15319,5.1,Vermont,VT,4217.0,False,0.0
5299,2011-12-11,2011,12,11,6,49,15319,6.2,Virginia,VA,51946.0,False,0.0
5300,2011-12-11,2011,12,11,6,49,15319,8.5,Washington,WA,52679.0,False,0.0
5301,2011-12-11,2011,12,11,6,49,15319,7.9,West Virginia,WV,35368.0,False,0.0
5302,2011-12-11,2011,12,11,6,49,15319,7.1,Wisconsin,WI,44126.0,False,0.0
5303,2011-12-11,2011,12,11,6,49,15319,5.8,Wyoming,WY,64603.0,False,0.0
5304,2011-12-12,2011,12,12,0,50,15320,8.1,Alabama,AL,35913.0,False,0.0
5305,2011-12-12,2011,12,12,0,50,15320,7.3,Alaska,AK,69564.0,False,0.0
5306,2011-12-12,2011,12,12,0,50,15320,8.7,Arizona,AZ,37935.0,False,0.0
5307,2011-12-12,2011,12,12,0,50,15320,7.7,Arkansas,AR,34671.0,False,0.0
5308,2011-12-12,2011,12,12,0,50,15320,11.1,California,CA,51871.0,False,0.0
5309,2011-12-12,2011,12,12,0,50,15320,7.9,Colorado,CO,49254.0,False,0.0
5310,2011-12-12,2011,12,12,0,50,15320,8.2,Connecticut,CT,64906.0,False,0.0
5311,2011-12-12,2011,12,12,0,50,15320,7.4,Delaware,DE,62837.0,False,0.0
5312,2011-12-12,2011,12,12,0,50,15320,10.4,District of Columbia,DC,16803.0,False,0.0
5313,2011-12-12,2011,12,12,0,50,15320,9.9,Florida,FL,38604.0,False,0.0
5314,2011-12-12,2011,12,12,0,50,15320,9.7,Georgia,GA,42029.0,False,0.0
5315,2011-12-12,2011,12,12,0,50,15320,6.6,Hawaii,HI,49418.0,False,0.0
5316,2011-12-12,2011,12,12,0,50,15320,8.4,Idaho,ID,3462.0,False,0.0
5317,2011-12-12,2011,12,12,0,50,15320,9.8,Illinois,IL,50304.0,False,0.0
5318,2011-12-12,2011,12,12,0,50,15320,9.0,Indiana,IN,42996.0,False,0.0
5319,2011-12-12,2011,12,12,0,50,15320,5.6,Iowa,IA,45884.0,False,0.0
5320,2011-12-12,2011,12,12,0,50,15320,6.3,Kansas,KS,44243.0,False,0.0
5321,2011-12-12,2011,12,12,0,50,15320,9.1,Kentucky,KY,37579.0,False,0.0
5322,2011-12-12,2011,12,12,0,50,15320,6.8,Louisiana,LA,48599.0,False,0.0
5323,2011-12-12,2011,12,12,0,50,15320,7.0,Maine,ME,38352.0,False,0.0
5324,2011-12-12,2011,12,12,0,50,15320,6.7,Maryland,MD,53675.0,False,0.0
5325,2011-12-12,2011,12,12,0,50,15320,6.8,Massachusetts,MA,60808.0,False,0.0
5326,2011-12-12,2011,12,12,0,50,15320,9.3,Michigan,MI,38763.0,False,0.0
5327,2011-12-12,2011,12,12,0,50,15320,5.7,Minnesota,MN,50148.0,False,0.0
5328,2011-12-12,2011,12,12,0,50,15320,10.4,Mississippi,MS,31688.0,False,0.0
5329,2011-12-12,2011,12,12,0,50,15320,8.0,Missouri,MO,42204.0,False,0.0
5330,2011-12-12,2011,12,12,0,50,15320,6.8,Montana,MT,37733.0,False,0.0
5331,2011-12-12,2011,12,12,0,50,15320,4.1,Nebraska,NE,49569.0,False,0.0
5332,2011-12-12,2011,12,12,0,50,15320,12.6,Nevada,NV,44589.0,False,0.0
5333,2011-12-12,2011,12,12,0,50,15320,5.1,New Hampshire,NH,48388.0,False,0.0
5334,2011-12-12,2011,12,12,0,50,15320,9.0,New Jersey,NJ,55023.0,False,0.0
5335,2011-12-12,2011,12,12,0,50,15320,6.6,New Mexico,NM,40297.0,False,0.0
5336,2011-12-12,2011,12,12,0,50,15320,8.0,New York,NY,61267.0,False,0.0
5337,2011-12-12,2011,12,12,0,50,15320,9.9,North Carolina,NC,43141.0,False,0.0
5338,2011-12-12,2011,12,12,0,50,15320,3.3,North Dakota,ND,52185.0,False,0.0
5339,2011-12-12,2011,12,12,0,50,15320,8.1,Ohio,OH,42667.0,False,0.0
5340,2011-12-12,2011,12,12,0,50,15320,6.1,Oklahoma,OK,38303.0,False,0.0
5341,2011-12-12,2011,12,12,0,50,15320,8.9,Oregon,OR,49601.0,False,0.0
5342,2011-12-12,2011,12,12,0,50,15320,7.6,Pennsylvania,PA,46387.0,False,0.0
5343,2011-12-12,2011,12,12,0,50,15320,14.7,Puerto Rico,,,False,0.0
5344,2011-12-12,2011,12,12,0,50,15320,10.8,Rhode Island,RI,46332.0,False,0.0
5345,2011-12-12,2011,12,12,0,50,15320,9.5,South Carolina,SC,35126.0,False,0.0
5346,2011-12-12,2011,12,12,0,50,15320,4.2,South Dakota,SD,45605.0,False,0.0
5347,2011-12-12,2011,12,12,0,50,15320,8.7,Tennessee,TN,3937.0,False,0.0
5348,2011-12-12,2011,12,12,0,50,15320,7.8,Texas,TX,47417.0,False,0.0
5349,2011-12-12,2011,12,12,0,50,15320,6.0,Utah,UT,415.0,False,0.0
5350,2011-12-12,2011,12,12,0,50,15320,5.1,Vermont,VT,4217.0,False,0.0
5351,2011-12-12,2011,12,12,0,50,15320,6.2,Virginia,VA,51946.0,False,0.0
5352,2011-12-12,2011,12,12,0,50,15320,8.5,Washington,WA,52679.0,False,0.0
5353,2011-12-12,2011,12,12,0,50,15320,7.9,West Virginia,WV,35368.0,False,0.0
5354,2011-12-12,2011,12,12,0,50,15320,7.1,Wisconsin,WI,44126.0,False,0.0
5355,2011-12-12,2011,12,12,0,50,15320,5.8,Wyoming,WY,64603.0,False,0.0
5356,2011-12-13,2011,12,13,1,50,15321,8.1,Alabama,AL,35913.0,False,0.0
5357,2011-12-13,2011,12,13,1,50,15321,7.3,Alaska,AK,69564.0,False,0.0
5358,2011-12-13,2011,12,13,1,50,15321,8.7,Arizona,AZ,37935.0,False,0.0
5359,2011-12-13,2011,12,13,1,50,15321,7.7,Arkansas,AR,34671.0,False,0.0
5360,2011-12-13,2011,12,13,1,50,15321,11.1,California,CA,51871.0,False,0.0
5361,2011-12-13,2011,12,13,1,50,15321,7.9,Colorado,CO,49254.0,False,0.0
5362,2011-12-13,2011,12,13,1,50,15321,8.2,Connecticut,CT,64906.0,False,0.0
5363,2011-12-13,2011,12,13,1,50,15321,7.4,Delaware,DE,62837.0,False,0.0
5364,2011-12-13,2011,12,13,1,50,15321,10.4,District of Columbia,DC,16803.0,False,0.0
5365,2011-12-13,2011,12,13,1,50,15321,9.9,Florida,FL,38604.0,False,0.0
5366,2011-12-13,2011,12,13,1,50,15321,9.7,Georgia,GA,42029.0,False,0.0
5367,2011-12-13,2011,12,13,1,50,15321,6.6,Hawaii,HI,49418.0,False,0.0
5368,2011-12-13,2011,12,13,1,50,15321,8.4,Idaho,ID,3462.0,False,0.0
5369,2011-12-13,2011,12,13,1,50,15321,9.8,Illinois,IL,50304.0,False,0.0
5370,2011-12-13,2011,12,13,1,50,15321,9.0,Indiana,IN,42996.0,False,0.0
5371,2011-12-13,2011,12,13,1,50,15321,5.6,Iowa,IA,45884.0,False,0.0
5372,2011-12-13,2011,12,13,1,50,15321,6.3,Kansas,KS,44243.0,False,0.0
5373,2011-12-13,2011,12,13,1,50,15321,9.1,Kentucky,KY,37579.0,False,0.0
5374,2011-12-13,2011,12,13,1,50,15321,6.8,Louisiana,LA,48599.0,False,0.0
5375,2011-12-13,2011,12,13,1,50,15321,7.0,Maine,ME,38352.0,False,0.0
5376,2011-12-13,2011,12,13,1,50,15321,6.7,Maryland,MD,53675.0,False,0.0
5377,2011-12-13,2011,12,13,1,50,15321,6.8,Massachusetts,MA,60808.0,False,0.0
5378,2011-12-13,2011,12,13,1,50,15321,9.3,Michigan,MI,38763.0,False,0.0
5379,2011-12-13,2011,12,13,1,50,15321,5.7,Minnesota,MN,50148.0,False,0.0
5380,2011-12-13,2011,12,13,1,50,15321,10.4,Mississippi,MS,31688.0,False,0.0
5381,2011-12-13,2011,12,13,1,50,15321,8.0,Missouri,MO,42204.0,False,0.0
5382,2011-12-13,2011,12,13,1,50,15321,6.8,Montana,MT,37733.0,False,0.0
5383,2011-12-13,2011,12,13,1,50,15321,4.1,Nebraska,NE,49569.0,False,0.0
5384,2011-12-13,2011,12,13,1,50,15321,12.6,Nevada,NV,44589.0,False,0.0
5385,2011-12-13,2011,12,13,1,50,15321,5.1,New Hampshire,NH,48388.0,False,0.0
5386,2011-12-13,2011,12,13,1,50,15321,9.0,New Jersey,NJ,55023.0,False,0.0
5387,2011-12-13,2011,12,13,1,50,15321,6.6,New Mexico,NM,40297.0,False,0.0
5388,2011-12-13,2011,12,13,1,50,15321,8.0,New York,NY,61267.0,False,0.0
5389,2011-12-13,2011,12,13,1,50,15321,9.9,North Carolina,NC,43141.0,False,0.0
5390,2011-12-13,2011,12,13,1,50,15321,3.3,North Dakota,ND,52185.0,False,0.0
5391,2011-12-13,2011,12,13,1,50,15321,8.1,Ohio,OH,42667.0,False,0.0
5392,2011-12-13,2011,12,13,1,50,15321,6.1,Oklahoma,OK,38303.0,False,0.0
5393,2011-12-13,2011,12,13,1,50,15321,8.9,Oregon,OR,49601.0,False,0.0
5394,2011-12-13,2011,12,13,1,50,15321,7.6,Pennsylvania,PA,46387.0,False,0.0
5395,2011-12-13,2011,12,13,1,50,15321,14.7,Puerto Rico,,,False,0.0
5396,2011-12-13,2011,12,13,1,50,15321,10.8,Rhode Island,RI,46332.0,False,0.0
5397,2011-12-13,2011,12,13,1,50,15321,9.5,South Carolina,SC,35126.0,False,0.0
5398,2011-12-13,2011,12,13,1,50,15321,4.2,South Dakota,SD,45605.0,False,0.0
