,DateOfDeparture,year,month,day,weekday,week,n_days,UnemploymentRate,State,Abbreviation,GDP_per_cap,bank_holidays,school_holidays
0,2011-09-01,2011,9,1,3,35,15218,9.8,Alabama,AL,35913.0,False,
1,2011-09-01,2011,9,1,3,35,15218,7.6,Alaska,AK,69564.0,False,
2,2011-09-01,2011,9,1,3,35,15218,9.1,Arizona,AZ,37935.0,False,
3,2011-09-01,2011,9,1,3,35,15218,8.3,Arkansas,AR,34671.0,False,
4,2011-09-01,2011,9,1,3,35,15218,11.9,California,CA,51871.0,False,
5,2011-09-01,2011,9,1,3,35,15218,8.3,Colorado,CO,49254.0,False,
6,2011-09-01,2011,9,1,3,35,15218,8.9,Connecticut,CT,64906.0,False,
7,2011-09-01,2011,9,1,3,35,15218,8.1,Delaware,DE,62837.0,False,
8,2011-09-01,2011,9,1,3,35,15218,11.1,District of Columbia,DC,16803.0,False,
9,2011-09-01,2011,9,1,3,35,15218,10.6,Florida,FL,38604.0,False,
10,2011-09-01,2011,9,1,3,35,15218,10.3,Georgia,GA,42029.0,False,
11,2011-09-01,2011,9,1,3,35,15218,6.4,Hawaii,HI,49418.0,False,
12,2011-09-01,2011,9,1,3,35,15218,9.0,Idaho,ID,3462.0,False,
13,2011-09-01,2011,9,1,3,35,15218,10.0,Illinois,IL,50304.0,False,
14,2011-09-01,2011,9,1,3,35,15218,8.9,Indiana,IN,42996.0,False,
15,2011-09-01,2011,9,1,3,35,15218,6.0,Iowa,IA,45884.0,False,
16,2011-09-01,2011,9,1,3,35,15218,6.7,Kansas,KS,44243.0,False,
17,2011-09-01,2011,9,1,3,35,15218,9.7,Kentucky,KY,37579.0,False,
18,2011-09-01,2011,9,1,3,35,15218,6.9,Louisiana,LA,48599.0,False,
19,2011-09-01,2011,9,1,3,35,15218,7.5,Maine,ME,38352.0,False,
20,2011-09-01,2011,9,1,3,35,15218,7.4,Maryland,MD,53675.0,False,
21,2011-09-01,2011,9,1,3,35,15218,7.3,Massachusetts,MA,60808.0,False,
22,2011-09-01,2011,9,1,3,35,15218,11.1,Michigan,MI,38763.0,False,
23,2011-09-01,2011,9,1,3,35,15218,6.9,Minnesota,MN,50148.0,False,
24,2011-09-01,2011,9,1,3,35,15218,10.6,Mississippi,MS,31688.0,False,
25,2011-09-01,2011,9,1,3,35,15218,8.7,Missouri,MO,42204.0,False,
26,2011-09-01,2011,9,1,3,35,15218,7.7,Montana,MT,37733.0,False,
27,2011-09-01,2011,9,1,3,35,15218,4.2,Nebraska,NE,49569.0,False,
28,2011-09-01,2011,9,1,3,35,15218,13.4,Nevada,NV,44589.0,False,
29,2011-09-01,2011,9,1,3,35,15218,5.4,New Hampshire,NH,48388.0,False,
30,2011-09-01,2011,9,1,3,35,15218,9.2,New Jersey,NJ,55023.0,False,
31,2011-09-01,2011,9,1,3,35,15218,6.6,New Mexico,NM,40297.0,False,
32,2011-09-01,2011,9,1,3,35,15218,8.0,New York,NY,61267.0,False,
33,2011-09-01,2011,9,1,3,35,15218,10.5,North Carolina,NC,43141.0,False,
34,2011-09-01,2011,9,1,3,35,15218,3.5,North Dakota,ND,52185.0,False,
35,2011-09-01,2011,9,1,3,35,15218,9.1,Ohio,OH,42667.0,False,
36,2011-09-01,2011,9,1,3,35,15218,5.9,Oklahoma,OK,38303.0,False,
37,2011-09-01,2011,9,1,3,35,15218,9.6,Oregon,OR,49601.0,False,
38,2011-09-01,2011,9,1,3,35,15218,8.3,Pennsylvania,PA,46387.0,False,
39,2011-09-01,2011,9,1,3,35,15218,15.1,Puerto Rico,,,False,
40,2011-09-01,2011,9,1,3,35,15218,10.5,Rhode Island,RI,46332.0,False,
41,2011-09-01,2011,9,1,3,35,15218,11.0,South Carolina,SC,35126.0,False,
42,2011-09-01,2011,9,1,3,35,15218,4.6,South Dakota,SD,45605.0,False,
43,2011-09-01,2011,9,1,3,35,15218,9.8,Tennessee,TN,3937.0,False,
44,2011-09-01,2011,9,1,3,35,15218,8.5,Texas,TX,47417.0,False,
45,2011-09-01,2011,9,1,3,35,15218,7.4,Utah,UT,415.0,False,
46,2011-09-01,2011,9,1,3,35,15218,5.8,Vermont,VT,4217.0,False,
47,2011-09-01,2011,9,1,3,35,15218,6.5,Virginia,VA,51946.0,False,
48,2011-09-01,2011,9,1,3,35,15218,9.1,Washington,WA,52679.0,False,
49,2011-09-01,2011,9,1,3,35,15218,8.2,West Virginia,WV,35368.0,False,
50,2011-09-01,2011,9,1,3,35,15218,7.8,Wisconsin,WI,44126.0,False,
51,2011-09-01,2011,9,1,3,35,15218,5.8,Wyoming,WY,64603.0,False,
52,2011-09-02,2011,9,2,4,35,15219,9.8,Alabama,AL,35913.0,False,
53,2011-09-02,2011,9,2,4,35,15219,7.6,Alaska,AK,69564.0,False,
54,2011-09-02,2011,9,2,4,35,15219,9.1,Arizona,AZ,37935.0,False,
55,2011-09-02,2011,9,2,4,35,15219,8.3,Arkansas,AR,34671.0,False,
56,2011-09-02,2011,9,2,4,35,15219,11.9,California,CA,51871.0,False,
57,2011-09-02,2011,9,2,4,35,15219,8.3,Colorado,CO,49254.0,False,
58,2011-09-02,2011,9,2,4,35,15219,8.9,Connecticut,CT,64906.0,False,
59,2011-09-02,2011,9,2,4,35,15219,8.1,Delaware,DE,62837.0,False,
60,2011-09-02,2011,9,2,4,35,15219,11.1,District of Columbia,DC,16803.0,False,
61,2011-09-02,2011,9,2,4,35,15219,10.6,Florida,FL,38604.0,False,
62,2011-09-02,2011,9,2,4,35,15219,10.3,Georgia,GA,42029.0,False,
63,2011-09-02,2011,9,2,4,35,15219,6.4,Hawaii,HI,49418.0,False,
64,2011-09-02,2011,9,2,4,35,15219,9.0,Idaho,ID,3462.0,False,
65,2011-09-02,2011,9,2,4,35,15219,10.0,Illinois,IL,50304.0,False,
66,2011-09-02,2011,9,2,4,35,15219,8.9,Indiana,IN,42996.0,False,
67,2011-09-02,2011,9,2,4,35,15219,6.0,Iowa,IA,45884.0,False,
68,2011-09-02,2011,9,2,4,35,15219,6.7,Kansas,KS,44243.0,False,
69,2011-09-02,2011,9,2,4,35,15219,9.7,Kentucky,KY,37579.0,False,
70,2011-09-02,2011,9,2,4,35,15219,6.9,Louisiana,LA,48599.0,False,
71,2011-09-02,2011,9,2,4,35,15219,7.5,Maine,ME,38352.0,False,
72,2011-09-02,2011,9,2,4,35,15219,7.4,Maryland,MD,53675.0,False,
73,2011-09-02,2011,9,2,4,35,15219,7.3,Massachusetts,MA,60808.0,False,
74,2011-09-02,2011,9,2,4,35,15219,11.1,Michigan,MI,38763.0,False,
75,2011-09-02,2011,9,2,4,35,15219,6.9,Minnesota,MN,50148.0,False,
76,2011-09-02,2011,9,2,4,35,15219,10.6,Mississippi,MS,31688.0,False,
77,2011-09-02,2011,9,2,4,35,15219,8.7,Missouri,MO,42204.0,False,
78,2011-09-02,2011,9,2,4,35,15219,7.7,Montana,MT,37733.0,False,
79,2011-09-02,2011,9,2,4,35,15219,4.2,Nebraska,NE,49569.0,False,
80,2011-09-02,2011,9,2,4,35,15219,13.4,Nevada,NV,44589.0,False,
81,2011-09-02,2011,9,2,4,35,15219,5.4,New Hampshire,NH,48388.0,False,
82,2011-09-02,2011,9,2,4,35,15219,9.2,New Jersey,NJ,55023.0,False,
83,2011-09-02,2011,9,2,4,35,15219,6.6,New Mexico,NM,40297.0,False,
84,2011-09-02,2011,9,2,4,35,15219,8.0,New York,NY,61267.0,False,
85,2011-09-02,2011,9,2,4,35,15219,10.5,North Carolina,NC,43141.0,False,
86,2011-09-02,2011,9,2,4,35,15219,3.5,North Dakota,ND,52185.0,False,
87,2011-09-02,2011,9,2,4,35,15219,9.1,Ohio,OH,42667.0,False,
88,2011-09-02,2011,9,2,4,35,15219,5.9,Oklahoma,OK,38303.0,False,
89,2011-09-02,2011,9,2,4,35,15219,9.6,Oregon,OR,49601.0,False,
90,2011-09-02,2011,9,2,4,35,15219,8.3,Pennsylvania,PA,46387.0,False,
91,2011-09-02,2011,9,2,4,35,15219,15.1,Puerto Rico,,,False,
92,2011-09-02,2011,9,2,4,35,15219,10.5,Rhode Island,RI,46332.0,False,
93,2011-09-02,2011,9,2,4,35,15219,11.0,South Carolina,SC,35126.0,False,
94,2011-09-02,2011,9,2,4,35,15219,4.6,South Dakota,SD,45605.0,False,
95,2011-09-02,2011,9,2,4,35,15219,9.8,Tennessee,TN,3937.0,False,
96,2011-09-02,2011,9,2,4,35,15219,8.5,Texas,TX,47417.0,False,
97,2011-09-02,2011,9,2,4,35,15219,7.4,Utah,UT,415.0,False,
98,2011-09-02,2011,9,2,4,35,15219,5.8,Vermont,VT,4217.0,False,
99,2011-09-02,2011,9,2,4,35,15219,6.5,Virginia,VA,51946.0,False,
100,2011-09-02,2011,9,2,4,35,15219,9.1,Washington,WA,52679.0,False,
101,2011-09-02,2011,9,2,4,35,15219,8.2,West Virginia,WV,35368.0,False,
102,2011-09-02,2011,9,2,4,35,15219,7.8,Wisconsin,WI,44126.0,False,
103,2011-09-02,2011,9,2,4,35,15219,5.8,Wyoming,WY,64603.0,False,
104,2011-09-03,2011,9,3,5,35,15220,9.8,Alabama,AL,35913.0,False,
105,2011-09-03,2011,9,3,5,35,15220,7.6,Alaska,AK,69564.0,False,
106,2011-09-03,2011,9,3,5,35,15220,9.1,Arizona,AZ,37935.0,False,
107,2011-09-03,2011,9,3,5,35,15220,8.3,Arkansas,AR,34671.0,False,
108,2011-09-03,2011,9,3,5,35,15220,11.9,California,CA,51871.0,False,
109,2011-09-03,2011,9,3,5,35,15220,8.3,Colorado,CO,49254.0,False,
110,2011-09-03,2011,9,3,5,35,15220,8.9,Connecticut,CT,64906.0,False,
111,2011-09-03,2011,9,3,5,35,15220,8.1,Delaware,DE,62837.0,False,
112,2011-09-03,2011,9,3,5,35,15220,11.1,District of Columbia,DC,16803.0,False,
113,2011-09-03,2011,9,3,5,35,15220,10.6,Florida,FL,38604.0,False,
114,2011-09-03,2011,9,3,5,35,15220,10.3,Georgia,GA,42029.0,False,
115,2011-09-03,2011,9,3,5,35,15220,6.4,Hawaii,HI,49418.0,False,
116,2011-09-03,2011,9,3,5,35,15220,9.0,Idaho,ID,3462.0,False,
117,2011-09-03,2011,9,3,5,35,15220,10.0,Illinois,IL,50304.0,False,
118,2011-09-03,2011,9,3,5,35,15220,8.9,Indiana,IN,42996.0,False,
119,2011-09-03,2011,9,3,5,35,15220,6.0,Iowa,IA,45884.0,False,
120,2011-09-03,2011,9,3,5,35,15220,6.7,Kansas,KS,44243.0,False,
121,2011-09-03,2011,9,3,5,35,15220,9.7,Kentucky,KY,37579.0,False,
122,2011-09-03,2011,9,3,5,35,15220,6.9,Louisiana,LA,48599.0,False,
123,2011-09-03,2011,9,3,5,35,15220,7.5,Maine,ME,38352.0,False,
124,2011-09-03,2011,9,3,5,35,15220,7.4,Maryland,MD,53675.0,False,
125,2011-09-03,2011,9,3,5,35,15220,7.3,Massachusetts,MA,60808.0,False,
126,2011-09-03,2011,9,3,5,35,15220,11.1,Michigan,MI,38763.0,False,
127,2011-09-03,2011,9,3,5,35,15220,6.9,Minnesota,MN,50148.0,False,
128,2011-09-03,2011,9,3,5,35,15220,10.6,Mississippi,MS,31688.0,False,
129,2011-09-03,2011,9,3,5,35,15220,8.7,Missouri,MO,42204.0,False,
130,2011-09-03,2011,9,3,5,35,15220,7.7,Montana,MT,37733.0,False,
131,2011-09-03,2011,9,3,5,35,15220,4.2,Nebraska,NE,49569.0,False,
132,2011-09-03,2011,9,3,5,35,15220,13.4,Nevada,NV,44589.0,False,
133,2011-09-03,2011,9,3,5,35,15220,5.4,New Hampshire,NH,48388.0,False,
134,2011-09-03,2011,9,3,5,35,15220,9.2,New Jersey,NJ,55023.0,False,
135,2011-09-03,2011,9,3,5,35,15220,6.6,New Mexico,NM,40297.0,False,
136,2011-09-03,2011,9,3,5,35,15220,8.0,New York,NY,61267.0,False,
137,2011-09-03,2011,9,3,5,35,15220,10.5,North Carolina,NC,43141.0,False,
138,2011-09-03,2011,9,3,5,35,15220,3.5,North Dakota,ND,52185.0,False,
139,2011-09-03,2011,9,3,5,35,15220,9.1,Ohio,OH,42667.0,False,
140,2011-09-03,2011,9,3,5,35,15220,5.9,Oklahoma,OK,38303.0,False,
141,2011-09-03,2011,9,3,5,35,15220,9.6,Oregon,OR,49601.0,False,
142,2011-09-03,2011,9,3,5,35,15220,8.3,Pennsylvania,PA,46387.0,False,
143,2011-09-03,2011,9,3,5,35,15220,15.1,Puerto Rico,,,False,
144,2011-09-03,2011,9,3,5,35,15220,10.5,Rhode Island,RI,46332.0,False,
145,2011-09-03,2011,9,3,5,35,15220,11.0,South Carolina,SC,35126.0,False,
146,2011-09-03,2011,9,3,5,35,15220,4.6,South Dakota,SD,45605.0,False,
147,2011-09-03,2011,9,3,5,35,15220,9.8,Tennessee,TN,3937.0,False,
148,2011-09-03,2011,9,3,5,35,15220,8.5,Texas,TX,47417.0,False,
149,2011-09-03,2011,9,3,5,35,15220,7.4,Utah,UT,415.0,False,
150,2011-09-03,2011,9,3,5,35,15220,5.8,Vermont,VT,4217.0,False,
151,2011-09-03,2011,9,3,5,35,15220,6.5,Virginia,VA,51946.0,False,
152,2011-09-03,2011,9,3,5,35,15220,9.1,Washington,WA,52679.0,False,
153,2011-09-03,2011,9,3,5,35,15220,8.2,West Virginia,WV,35368.0,False,
154,2011-09-03,2011,9,3,5,35,15220,7.8,Wisconsin,WI,44126.0,False,
155,2011-09-03,2011,9,3,5,35,15220,5.8,Wyoming,WY,64603.0,False,
156,2011-09-04,2011,9,4,6,35,15221,9.8,Alabama,AL,35913.0,False,
157,2011-09-04,2011,9,4,6,35,15221,7.6,Alaska,AK,69564.0,False,
158,2011-09-04,2011,9,4,6,35,15221,9.1,Arizona,AZ,37935.0,False,
159,2011-09-04,2011,9,4,6,35,15221,8.3,Arkansas,AR,34671.0,False,
160,2011-09-04,2011,9,4,6,35,15221,11.9,California,CA,51871.0,False,
161,2011-09-04,2011,9,4,6,35,15221,8.3,Colorado,CO,49254.0,False,
162,2011-09-04,2011,9,4,6,35,15221,8.9,Connecticut,CT,64906.0,False,
163,2011-09-04,2011,9,4,6,35,15221,8.1,Delaware,DE,62837.0,False,
164,2011-09-04,2011,9,4,6,35,15221,11.1,District of Columbia,DC,16803.0,False,
165,2011-09-04,2011,9,4,6,35,15221,10.6,Florida,FL,38604.0,False,
166,2011-09-04,2011,9,4,6,35,15221,10.3,Georgia,GA,42029.0,False,
167,2011-09-04,2011,9,4,6,35,15221,6.4,Hawaii,HI,49418.0,False,
168,2011-09-04,2011,9,4,6,35,15221,9.0,Idaho,ID,3462.0,False,
169,2011-09-04,2011,9,4,6,35,15221,10.0,Illinois,IL,50304.0,False,
170,2011-09-04,2011,9,4,6,35,15221,8.9,Indiana,IN,42996.0,False,
171,2011-09-04,2011,9,4,6,35,15221,6.0,Iowa,IA,45884.0,False,
172,2011-09-04,2011,9,4,6,35,15221,6.7,Kansas,KS,44243.0,False,
173,2011-09-04,2011,9,4,6,35,15221,9.7,Kentucky,KY,37579.0,False,
174,2011-09-04,2011,9,4,6,35,15221,6.9,Louisiana,LA,48599.0,False,
175,2011-09-04,2011,9,4,6,35,15221,7.5,Maine,ME,38352.0,False,
176,2011-09-04,2011,9,4,6,35,15221,7.4,Maryland,MD,53675.0,False,
177,2011-09-04,2011,9,4,6,35,15221,7.3,Massachusetts,MA,60808.0,False,
178,2011-09-04,2011,9,4,6,35,15221,11.1,Michigan,MI,38763.0,False,
179,2011-09-04,2011,9,4,6,35,15221,6.9,Minnesota,MN,50148.0,False,
180,2011-09-04,2011,9,4,6,35,15221,10.6,Mississippi,MS,31688.0,False,
181,2011-09-04,2011,9,4,6,35,15221,8.7,Missouri,MO,42204.0,False,
182,2011-09-04,2011,9,4,6,35,15221,7.7,Montana,MT,37733.0,False,
183,2011-09-04,2011,9,4,6,35,15221,4.2,Nebraska,NE,49569.0,False,
184,2011-09-04,2011,9,4,6,35,15221,13.4,Nevada,NV,44589.0,False,
185,2011-09-04,2011,9,4,6,35,15221,5.4,New Hampshire,NH,48388.0,False,
186,2011-09-04,2011,9,4,6,35,15221,9.2,New Jersey,NJ,55023.0,False,
187,2011-09-04,2011,9,4,6,35,15221,6.6,New Mexico,NM,40297.0,False,
188,2011-09-04,2011,9,4,6,35,15221,8.0,New York,NY,61267.0,False,
189,2011-09-04,2011,9,4,6,35,15221,10.5,North Carolina,NC,43141.0,False,
190,2011-09-04,2011,9,4,6,35,15221,3.5,North Dakota,ND,52185.0,False,
191,2011-09-04,2011,9,4,6,35,15221,9.1,Ohio,OH,42667.0,False,
192,2011-09-04,2011,9,4,6,35,15221,5.9,Oklahoma,OK,38303.0,False,
193,2011-09-04,2011,9,4,6,35,15221,9.6,Oregon,OR,49601.0,False,
194,2011-09-04,2011,9,4,6,35,15221,8.3,Pennsylvania,PA,46387.0,False,
195,2011-09-04,2011,9,4,6,35,15221,15.1,Puerto Rico,,,False,
196,2011-09-04,2011,9,4,6,35,15221,10.5,Rhode Island,RI,46332.0,False,
197,2011-09-04,2011,9,4,6,35,15221,11.0,South Carolina,SC,35126.0,False,
198,2011-09-04,2011,9,4,6,35,15221,4.6,South Dakota,SD,45605.0,False,
199,2011-09-04,2011,9,4,6,35,15221,9.8,Tennessee,TN,3937.0,False,
200,2011-09-04,2011,9,4,6,35,15221,8.5,Texas,TX,47417.0,False,
201,2011-09-04,2011,9,4,6,35,15221,7.4,Utah,UT,415.0,False,
202,2011-09-04,2011,9,4,6,35,15221,5.8,Vermont,VT,4217.0,False,
203,2011-09-04,2011,9,4,6,35,15221,6.5,Virginia,VA,51946.0,False,
204,2011-09-04,2011,9,4,6,35,15221,9.1,Washington,WA,52679.0,False,
205,2011-09-04,2011,9,4,6,35,15221,8.2,West Virginia,WV,35368.0,False,
206,2011-09-04,2011,9,4,6,35,15221,7.8,Wisconsin,WI,44126.0,False,
207,2011-09-04,2011,9,4,6,35,15221,5.8,Wyoming,WY,64603.0,False,
208,2011-09-05,2011,9,5,0,36,15222,9.8,Alabama,AL,35913.0,True,
209,2011-09-05,2011,9,5,0,36,15222,7.6,Alaska,AK,69564.0,True,
210,2011-09-05,2011,9,5,0,36,15222,9.1,Arizona,AZ,37935.0,True,
211,2011-09-05,2011,9,5,0,36,15222,8.3,Arkansas,AR,34671.0,True,
212,2011-09-05,2011,9,5,0,36,15222,11.9,California,CA,51871.0,True,
213,2011-09-05,2011,9,5,0,36,15222,8.3,Colorado,CO,49254.0,True,
214,2011-09-05,2011,9,5,0,36,15222,8.9,Connecticut,CT,64906.0,True,
215,2011-09-05,2011,9,5,0,36,15222,8.1,Delaware,DE,62837.0,True,
216,2011-09-05,2011,9,5,0,36,15222,11.1,District of Columbia,DC,16803.0,True,
217,2011-09-05,2011,9,5,0,36,15222,10.6,Florida,FL,38604.0,True,
218,2011-09-05,2011,9,5,0,36,15222,10.3,Georgia,GA,42029.0,True,
219,2011-09-05,2011,9,5,0,36,15222,6.4,Hawaii,HI,49418.0,True,
220,2011-09-05,2011,9,5,0,36,15222,9.0,Idaho,ID,3462.0,True,
221,2011-09-05,2011,9,5,0,36,15222,10.0,Illinois,IL,50304.0,True,
222,2011-09-05,2011,9,5,0,36,15222,8.9,Indiana,IN,42996.0,True,
223,2011-09-05,2011,9,5,0,36,15222,6.0,Iowa,IA,45884.0,True,
224,2011-09-05,2011,9,5,0,36,15222,6.7,Kansas,KS,44243.0,True,
225,2011-09-05,2011,9,5,0,36,15222,9.7,Kentucky,KY,37579.0,True,
226,2011-09-05,2011,9,5,0,36,15222,6.9,Louisiana,LA,48599.0,True,
227,2011-09-05,2011,9,5,0,36,15222,7.5,Maine,ME,38352.0,True,
228,2011-09-05,2011,9,5,0,36,15222,7.4,Maryland,MD,53675.0,True,
229,2011-09-05,2011,9,5,0,36,15222,7.3,Massachusetts,MA,60808.0,True,
230,2011-09-05,2011,9,5,0,36,15222,11.1,Michigan,MI,38763.0,True,
231,2011-09-05,2011,9,5,0,36,15222,6.9,Minnesota,MN,50148.0,True,
232,2011-09-05,2011,9,5,0,36,15222,10.6,Mississippi,MS,31688.0,True,
233,2011-09-05,2011,9,5,0,36,15222,8.7,Missouri,MO,42204.0,True,
234,2011-09-05,2011,9,5,0,36,15222,7.7,Montana,MT,37733.0,True,
235,2011-09-05,2011,9,5,0,36,15222,4.2,Nebraska,NE,49569.0,True,
236,2011-09-05,2011,9,5,0,36,15222,13.4,Nevada,NV,44589.0,True,
237,2011-09-05,2011,9,5,0,36,15222,5.4,New Hampshire,NH,48388.0,True,
238,2011-09-05,2011,9,5,0,36,15222,9.2,New Jersey,NJ,55023.0,True,
239,2011-09-05,2011,9,5,0,36,15222,6.6,New Mexico,NM,40297.0,True,
240,2011-09-05,2011,9,5,0,36,15222,8.0,New York,NY,61267.0,True,
241,2011-09-05,2011,9,5,0,36,15222,10.5,North Carolina,NC,43141.0,True,
242,2011-09-05,2011,9,5,0,36,15222,3.5,North Dakota,ND,52185.0,True,
243,2011-09-05,2011,9,5,0,36,15222,9.1,Ohio,OH,42667.0,True,
244,2011-09-05,2011,9,5,0,36,15222,5.9,Oklahoma,OK,38303.0,True,
245,2011-09-05,2011,9,5,0,36,15222,9.6,Oregon,OR,49601.0,True,
246,2011-09-05,2011,9,5,0,36,15222,8.3,Pennsylvania,PA,46387.0,True,
247,2011-09-05,2011,9,5,0,36,15222,15.1,Puerto Rico,,,True,
248,2011-09-05,2011,9,5,0,36,15222,10.5,Rhode Island,RI,46332.0,True,
249,2011-09-05,2011,9,5,0,36,15222,11.0,South Carolina,SC,35126.0,True,
250,2011-09-05,2011,9,5,0,36,15222,4.6,South Dakota,SD,45605.0,True,
251,2011-09-05,2011,9,5,0,36,15222,9.8,Tennessee,TN,3937.0,True,
252,2011-09-05,2011,9,5,0,36,15222,8.5,Texas,TX,47417.0,True,
253,2011-09-05,2011,9,5,0,36,15222,7.4,Utah,UT,415.0,True,
254,2011-09-05,2011,9,5,0,36,15222,5.8,Vermont,VT,4217.0,True,
255,2011-09-05,2011,9,5,0,36,15222,6.5,Virginia,VA,51946.0,True,
256,2011-09-05,2011,9,5,0,36,15222,9.1,Washington,WA,52679.0,True,
257,2011-09-05,2011,9,5,0,36,15222,8.2,West Virginia,WV,35368.0,True,
258,2011-09-05,2011,9,5,0,36,15222,7.8,Wisconsin,WI,44126.0,True,
259,2011-09-05,2011,9,5,0,36,15222,5.8,Wyoming,WY,64603.0,True,
260,2011-09-06,2011,9,6,1,36,15223,9.8,Alabama,AL,35913.0,False,
261,2011-09-06,2011,9,6,1,36,15223,7.6,Alaska,AK,69564.0,False,
262,2011-09-06,2011,9,6,1,36,15223,9.1,Arizona,AZ,37935.0,False,
263,2011-09-06,2011,9,6,1,36,15223,8.3,Arkansas,AR,34671.0,False,
264,2011-09-06,2011,9,6,1,36,15223,11.9,California,CA,51871.0,False,
265,2011-09-06,2011,9,6,1,36,15223,8.3,Colorado,CO,49254.0,False,
266,2011-09-06,2011,9,6,1,36,15223,8.9,Connecticut,CT,64906.0,False,
267,2011-09-06,2011,9,6,1,36,15223,8.1,Delaware,DE,62837.0,False,
268,2011-09-06,2011,9,6,1,36,15223,11.1,District of Columbia,DC,16803.0,False,
269,2011-09-06,2011,9,6,1,36,15223,10.6,Florida,FL,38604.0,False,
270,2011-09-06,2011,9,6,1,36,15223,10.3,Georgia,GA,42029.0,False,
271,2011-09-06,2011,9,6,1,36,15223,6.4,Hawaii,HI,49418.0,False,
272,2011-09-06,2011,9,6,1,36,15223,9.0,Idaho,ID,3462.0,False,
273,2011-09-06,2011,9,6,1,36,15223,10.0,Illinois,IL,50304.0,False,
274,2011-09-06,2011,9,6,1,36,15223,8.9,Indiana,IN,42996.0,False,
275,2011-09-06,2011,9,6,1,36,15223,6.0,Iowa,IA,45884.0,False,
276,2011-09-06,2011,9,6,1,36,15223,6.7,Kansas,KS,44243.0,False,
277,2011-09-06,2011,9,6,1,36,15223,9.7,Kentucky,KY,37579.0,False,
278,2011-09-06,2011,9,6,1,36,15223,6.9,Louisiana,LA,48599.0,False,
279,2011-09-06,2011,9,6,1,36,15223,7.5,Maine,ME,38352.0,False,
280,2011-09-06,2011,9,6,1,36,15223,7.4,Maryland,MD,53675.0,False,
281,2011-09-06,2011,9,6,1,36,15223,7.3,Massachusetts,MA,60808.0,False,
282,2011-09-06,2011,9,6,1,36,15223,11.1,Michigan,MI,38763.0,False,
283,2011-09-06,2011,9,6,1,36,15223,6.9,Minnesota,MN,50148.0,False,
284,2011-09-06,2011,9,6,1,36,15223,10.6,Mississippi,MS,31688.0,False,
285,2011-09-06,2011,9,6,1,36,15223,8.7,Missouri,MO,42204.0,False,
286,2011-09-06,2011,9,6,1,36,15223,7.7,Montana,MT,37733.0,False,
287,2011-09-06,2011,9,6,1,36,15223,4.2,Nebraska,NE,49569.0,False,
288,2011-09-06,2011,9,6,1,36,15223,13.4,Nevada,NV,44589.0,False,
289,2011-09-06,2011,9,6,1,36,15223,5.4,New Hampshire,NH,48388.0,False,
290,2011-09-06,2011,9,6,1,36,15223,9.2,New Jersey,NJ,55023.0,False,
291,2011-09-06,2011,9,6,1,36,15223,6.6,New Mexico,NM,40297.0,False,
292,2011-09-06,2011,9,6,1,36,15223,8.0,New York,NY,61267.0,False,
293,2011-09-06,2011,9,6,1,36,15223,10.5,North Carolina,NC,43141.0,False,
294,2011-09-06,2011,9,6,1,36,15223,3.5,North Dakota,ND,52185.0,False,
295,2011-09-06,2011,9,6,1,36,15223,9.1,Ohio,OH,42667.0,False,
296,2011-09-06,2011,9,6,1,36,15223,5.9,Oklahoma,OK,38303.0,False,
297,2011-09-06,2011,9,6,1,36,15223,9.6,Oregon,OR,49601.0,False,
298,2011-09-06,2011,9,6,1,36,15223,8.3,Pennsylvania,PA,46387.0,False,
299,2011-09-06,2011,9,6,1,36,15223,15.1,Puerto Rico,,,False,
300,2011-09-06,2011,9,6,1,36,15223,10.5,Rhode Island,RI,46332.0,False,
301,2011-09-06,2011,9,6,1,36,15223,11.0,South Carolina,SC,35126.0,False,
302,2011-09-06,2011,9,6,1,36,15223,4.6,South Dakota,SD,45605.0,False,
303,2011-09-06,2011,9,6,1,36,15223,9.8,Tennessee,TN,3937.0,False,
304,2011-09-06,2011,9,6,1,36,15223,8.5,Texas,TX,47417.0,False,
305,2011-09-06,2011,9,6,1,36,15223,7.4,Utah,UT,415.0,False,
306,2011-09-06,2011,9,6,1,36,15223,5.8,Vermont,VT,4217.0,False,
307,2011-09-06,2011,9,6,1,36,15223,6.5,Virginia,VA,51946.0,False,
308,2011-09-06,2011,9,6,1,36,15223,9.1,Washington,WA,52679.0,False,
309,2011-09-06,2011,9,6,1,36,15223,8.2,West Virginia,WV,35368.0,False,
310,2011-09-06,2011,9,6,1,36,15223,7.8,Wisconsin,WI,44126.0,False,
311,2011-09-06,2011,9,6,1,36,15223,5.8,Wyoming,WY,64603.0,False,
312,2011-09-07,2011,9,7,2,36,15224,9.8,Alabama,AL,35913.0,False,
313,2011-09-07,2011,9,7,2,36,15224,7.6,Alaska,AK,69564.0,False,
314,2011-09-07,2011,9,7,2,36,15224,9.1,Arizona,AZ,37935.0,False,
315,2011-09-07,2011,9,7,2,36,15224,8.3,Arkansas,AR,34671.0,False,
316,2011-09-07,2011,9,7,2,36,15224,11.9,California,CA,51871.0,False,
317,2011-09-07,2011,9,7,2,36,15224,8.3,Colorado,CO,49254.0,False,
318,2011-09-07,2011,9,7,2,36,15224,8.9,Connecticut,CT,64906.0,False,
319,2011-09-07,2011,9,7,2,36,15224,8.1,Delaware,DE,62837.0,False,
320,2011-09-07,2011,9,7,2,36,15224,11.1,District of Columbia,DC,16803.0,False,
