Date,Airport,Total,Flights,Booths,Mean per flight
17/01/2012,ATL,9765,65,423,150.23
17/01/2012,CLT,2312,16,55,144.5
17/01/2012,DEN,1177,11,39,107
17/01/2012,DFW,5730,50,218,114.6
17/01/2012,DTW,2579,16,187,161.19
17/01/2012,EWR,10116,78,405,129.69
17/01/2012,IAH,10188,98,353,103.96
17/01/2012,JFK,26562,145,1281,183.19
17/01/2012,LAS,1057,7,29,151
17/01/2012,LAX,21048,92,1094,228.78
17/01/2012,MCO,2591,18,108,143.94
17/01/2012,MIA,23462,163,808,143.94
17/01/2012,MSP,1513,10,70,151.3
17/01/2012,ORD,8791,51,362,172.37
17/01/2012,PHL,2419,22,144,109.95
17/01/2012,PHX,1941,18,80,107.83
17/01/2012,SEA,3161,21,141,150.52
17/01/2012,SFO,10216,42,367,243.24
17/01/2012,LGA,10116,78,405,129.69
17/01/2012,BOS,2966,19,125,156
18/01/2012,ATL,8915,69,420,129.2
18/01/2012,CLT,1769,14,55,126.36
18/01/2012,DEN,628,8,21,78.5
18/01/2012,DFW,5238,47,204,111.45
18/01/2012,DTW,3177,18,158,176.5
18/01/2012,EWR,9865,77,423,128.12
18/01/2012,IAH,9549,98,320,97.44
18/01/2012,JFK,26634,145,1211,183.68
18/01/2012,LAS,1032,6,29,172
18/01/2012,LAX,21805,103,932,211.7
18/01/2012,MCO,2456,17,141,144.47
18/01/2012,MIA,23424,170,816,137.79
18/01/2012,MSP,2048,19,93,107.79
18/01/2012,ORD,10217,61,367,167.49
18/01/2012,PHL,2278,21,144,108.48
18/01/2012,PHX,1413,18,69,78.5
18/01/2012,SEA,2880,20,118,144
18/01/2012,SFO,11276,48,467,234.92
18/01/2012,LGA,9865,77,423,128.12
18/01/2012,BOS,2614,22,142,118
19/01/2012,ATL,8678,71,382,122.23
19/01/2012,CLT,1868,16,54,116.75
19/01/2012,DEN,1016,11,43,92.36
19/01/2012,DFW,5160,52,208,99.23
19/01/2012,DTW,3056,19,168,160.84
19/01/2012,EWR,10516,86,443,122.28
19/01/2012,IAH,9348,114,349,82
19/01/2012,JFK,26415,146,1164,180.92
19/01/2012,LAS,2375,17,94,139.71
19/01/2012,LAX,20824,99,983,210.34
19/01/2012,MCO,2859,20,113,142.95
19/01/2012,MIA,23163,168,819,137.88
19/01/2012,MSP,1591,13,79,122.38
19/01/2012,ORD,8312,54,313,153.93
19/01/2012,PHL,2041,24,150,85.04
19/01/2012,PHX,1394,17,75,82
19/01/2012,SEA,1483,7,74,211.86
19/01/2012,SFO,9906,44,381,225.14
19/01/2012,LGA,10516,86,443,122.28
19/01/2012,BOS,2416,18,127,134
20/01/2012,ATL,9703,68,442,142.69
20/01/2012,CLT,1946,15,62,129.73
20/01/2012,DEN,1093,9,39,121.44
20/01/2012,DFW,5690,52,241,109.42
20/01/2012,DTW,3392,17,209,199.53
20/01/2012,EWR,11883,92,464,129.16
20/01/2012,IAH,10650,115,409,92.61
20/01/2012,JFK,26603,149,1319,178.54
20/01/2012,LAS,1138,9,44,126.44
20/01/2012,LAX,19488,97,922,200.91
20/01/2012,MCO,2900,20,158,145
20/01/2012,MIA,27092,185,953,146.44
20/01/2012,MSP,2407,19,97,126.68
20/01/2012,ORD,10747,64,357,167.92
20/01/2012,PHL,2982,29,184,102.83
20/01/2012,PHX,1821,20,60,91.05
20/01/2012,SEA,3375,24,126,140.63
20/01/2012,SFO,10548,44,437,239.73
20/01/2012,LGA,11883,92,464,129.16
20/01/2012,BOS,3438,23,130,149
21/01/2012,ATL,12886,78,500,165.21
21/01/2012,CLT,4207,31,99,135.71
21/01/2012,DEN,2038,18,64,113.22
21/01/2012,DFW,6833,59,251,115.81
21/01/2012,DTW,4332,23,166,188.35
21/01/2012,EWR,12244,90,488,136.04
21/01/2012,IAH,12265,118,389,103.94
21/01/2012,JFK,29143,154,1336,189.24
21/01/2012,LAS,1233,9,47,137
21/01/2012,LAX,22569,107,961,210.93
21/01/2012,MCO,3943,25,183,157.72
21/01/2012,MIA,26362,178,903,148.1
21/01/2012,MSP,3563,27,92,131.96
21/01/2012,ORD,11473,69,371,166.28
21/01/2012,PHL,4323,31,197,139.45
21/01/2012,PHX,2429,24,83,101.21
21/01/2012,SEA,3408,23,135,148.17
21/01/2012,SFO,12148,51,446,238.2
21/01/2012,LGA,12244,90,488,136.04
21/01/2012,BOS,4592,31,137,148
22/01/2012,ATL,10763,69,396,155.99
22/01/2012,CLT,3049,23,59,132.57
22/01/2012,DEN,1502,13,59,115.54
22/01/2012,DFW,7207,59,264,122.15
22/01/2012,DTW,3723,19,204,195.95
22/01/2012,EWR,13606,107,532,127.16
22/01/2012,IAH,12264,120,395,102.2
22/01/2012,JFK,29043,154,1241,188.59
22/01/2012,LAS,1954,16,71,122.13
22/01/2012,LAX,20789,101,814,205.83
22/01/2012,MCO,2692,20,118,134.6
22/01/2012,MIA,25442,175,803,145.38
22/01/2012,MSP,2436,19,89,128.21
22/01/2012,ORD,11417,66,365,172.98
22/01/2012,PHL,3828,31,183,123.48
22/01/2012,PHX,2010,23,95,87.39
22/01/2012,SEA,2842,21,146,135.33
22/01/2012,SFO,11035,45,421,245.22
22/01/2012,LGA,13606,107,532,127.16
22/01/2012,BOS,3530,20,106,176
23/01/2012,ATL,9731,68,368,143.1
23/01/2012,CLT,2096,16,64,131
23/01/2012,DEN,1222,11,43,111.09
23/01/2012,DFW,5604,53,218,105.74
23/01/2012,DTW,3345,19,185,176.05
23/01/2012,EWR,10386,86,420,120.77
23/01/2012,IAH,9783,111,365,88.14
23/01/2012,JFK,24539,142,1139,172.81
23/01/2012,LAS,1436,10,58,143.6
23/01/2012,LAX,18630,98,818,190.1
23/01/2012,MCO,2512,16,102,157
23/01/2012,MIA,22214,173,809,128.4
23/01/2012,MSP,1824,16,80,114
23/01/2012,ORD,9355,62,321,150.89
23/01/2012,PHL,2855,26,145,109.81
23/01/2012,PHX,1728,19,59,90.95
23/01/2012,SEA,2406,18,119,133.67
23/01/2012,SFO,10059,44,355,228.61
23/01/2012,LGA,10386,86,420,120.77
23/01/2012,BOS,2670,19,160,140
24/01/2012,ATL,8029,65,313,123.52
24/01/2012,CLT,1895,16,62,118.44
24/01/2012,DEN,765,11,36,69.55
24/01/2012,DFW,4307,49,244,87.9
24/01/2012,DTW,2534,17,185,149.06
24/01/2012,EWR,8031,82,390,97.94
24/01/2012,IAH,7470,99,318,75.45
24/01/2012,JFK,21485,141,1258,152.38
24/01/2012,LAS,1192,8,47,149
24/01/2012,LAX,16927,92,824,183.99
24/01/2012,MCO,2422,17,120,142.47
24/01/2012,MIA,19470,165,765,118
24/01/2012,MSP,1199,10,64,119.9
24/01/2012,ORD,6366,45,321,141.47
24/01/2012,PHL,913,12,79,76.08
24/01/2012,PHX,1510,19,66,79.47
24/01/2012,SEA,2437,19,120,128.26
24/01/2012,SFO,8763,43,351,203.79
24/01/2012,LGA,8031,82,390,97.94
24/01/2012,BOS,2171,20,138,108
25/01/2012,ATL,7497,67,356,111.9
25/01/2012,CLT,1705,14,52,121.79
25/01/2012,DEN,924,11,37,84
25/01/2012,DFW,4103,44,180,93.25
25/01/2012,DTW,3069,19,170,161.53
25/01/2012,EWR,8393,77,405,109
25/01/2012,IAH,7690,94,294,81.81
25/01/2012,JFK,22882,139,1164,164.62
25/01/2012,LAS,915,6,44,152.5
25/01/2012,LAX,16944,95,899,178.36
25/01/2012,MCO,2363,16,127,147.69
25/01/2012,MIA,20168,166,781,121.49
25/01/2012,MSP,1595,13,76,122.69
25/01/2012,ORD,7941,55,315,144.38
25/01/2012,PHL,1903,22,134,86.5
25/01/2012,PHX,1356,18,65,75.33
25/01/2012,SEA,2773,20,134,138.65
25/01/2012,SFO,9627,47,381,204.83
25/01/2012,LGA,8393,77,405,109
25/01/2012,BOS,2170,21,137,103
26/01/2012,ATL,7766,69,348,112.55
26/01/2012,CLT,1703,17,57,100.18
26/01/2012,DEN,953,11,58,86.64
26/01/2012,DFW,4789,52,203,92.1
26/01/2012,DTW,2840,21,176,135.24
26/01/2012,EWR,9823,85,494,115.56
26/01/2012,IAH,6646,104,308,63.9
26/01/2012,JFK,25339,150,1205,168.93
26/01/2012,LAS,2539,17,86,149.35
26/01/2012,LAX,17271,95,899,181.8
26/01/2012,MCO,2575,19,163,135.53
26/01/2012,MIA,22344,170,790,131.44
26/01/2012,MSP,1747,15,87,116.47
26/01/2012,ORD,6608,51,316,129.57
26/01/2012,PHL,2148,25,130,85.92
26/01/2012,PHX,1446,18,57,80.33
26/01/2012,SEA,1980,16,111,123.75
26/01/2012,SFO,8676,45,375,192.8
26/01/2012,LGA,9823,85,494,115.56
26/01/2012,BOS,1723,16,126,107
27/01/2012,ATL,9088,69,393,131.71
27/01/2012,CLT,1864,15,55,124.27
27/01/2012,DEN,1104,10,28,110.4
27/01/2012,DFW,5417,51,210,106.22
27/01/2012,DTW,3087,17,189,181.59
27/01/2012,EWR,10205,84,466,121.49
27/01/2012,IAH,9791,116,403,84.41
27/01/2012,JFK,23697,148,1314,160.11
27/01/2012,LAS,1030,8,33,128.75
27/01/2012,LAX,17905,97,921,184.59
27/01/2012,MCO,3003,21,139,143
27/01/2012,MIA,26407,181,897,145.9
27/01/2012,MSP,2275,17,95,133.82
27/01/2012,ORD,9146,60,339,152.43
27/01/2012,PHL,2844,24,157,118.5
27/01/2012,PHX,1767,20,51,88.35
27/01/2012,SEA,3225,22,127,146.59
27/01/2012,SFO,9063,46,388,197.02
27/01/2012,LGA,10205,84,466,121.49
27/01/2012,BOS,2684,22,163,122
28/01/2012,ATL,12048,78,440,154.46
28/01/2012,CLT,4216,33,74,127.76
28/01/2012,DEN,1984,17,63,116.71
28/01/2012,DFW,6815,60,243,113.58
28/01/2012,DTW,4129,23,200,179.52
28/01/2012,EWR,12842,99,532,129.72
28/01/2012,IAH,11282,117,348,96.43
28/01/2012,JFK,26779,152,1293,176.18
28/01/2012,LAS,1246,8,41,155.75
28/01/2012,LAX,20620,109,973,189.17
28/01/2012,MCO,3833,24,197,159.71
28/01/2012,MIA,25702,180,867,142.79
28/01/2012,MSP,3791,29,120,130.72
28/01/2012,ORD,11118,72,393,154.42
28/01/2012,PHL,3898,32,199,121.81
28/01/2012,PHX,2702,24,80,112.58
28/01/2012,SEA,3278,24,111,136.58
28/01/2012,SFO,10366,50,383,207.32
28/01/2012,LGA,12842,99,532,129.72
28/01/2012,BOS,3760,29,172,129
29/01/2012,ATL,10090,69,397,146.23
29/01/2012,CLT,3065,22,62,139.32
29/01/2012,DEN,1492,13,57,114.77
29/01/2012,DFW,7006,58,252,120.79
29/01/2012,DTW,3460,19,228,182.11
29/01/2012,EWR,12193,100,488,121.93
29/01/2012,IAH,11693,120,383,97.44
29/01/2012,JFK,27181,151,1374,180.01
29/01/2012,LAS,1817,16,62,113.56
29/01/2012,LAX,19526,103,941,189.57
29/01/2012,MCO,2502,20,169,125.1
29/01/2012,MIA,23705,176,802,134.69
29/01/2012,MSP,2559,21,100,121.86
29/01/2012,ORD,10302,68,337,151.5
29/01/2012,PHL,3799,31,147,122.55
29/01/2012,PHX,2419,23,77,105.17
29/01/2012,SEA,2883,20,109,144.15
29/01/2012,SFO,9960,46,429,216.52
29/01/2012,LGA,12193,100,488,121.93
29/01/2012,BOS,2608,20,135,130
30/01/2012,ATL,8976,65,362,138.09
30/01/2012,CLT,1999,16,52,124.94
30/01/2012,DEN,878,9,39,97.56
30/01/2012,DFW,5284,49,201,107.84
30/01/2012,DTW,3407,21,211,162.24
30/01/2012,EWR,10842,93,471,116.58
30/01/2012,IAH,9398,112,386,83.91
30/01/2012,JFK,23452,142,1330,165.15
30/01/2012,LAS,983,8,40,122.88
30/01/2012,LAX,17520,98,869,178.78
30/01/2012,MCO,2418,16,125,151.13
30/01/2012,MIA,20990,173,763,121.33
30/01/2012,MSP,1985,17,82,116.76
30/01/2012,ORD,9431,63,349,149.7
30/01/2012,PHL,2805,25,132,112.2
30/01/2012,PHX,2011,19,52,105.84
30/01/2012,SEA,2553,19,104,134.37
30/01/2012,SFO,9086,44,387,206.5
30/01/2012,LGA,10842,93,471,116.58
30/01/2012,BOS,1973,19,142,103
31/01/2012,ATL,8331,67,289,124.34
31/01/2012,CLT,1906,16,68,119.13
31/01/2012,DEN,1112,11,38,101.09
31/01/2012,DFW,5049,51,227,99
31/01/2012,DTW,2038,16,157,127.38
31/01/2012,EWR,8719,86,452,101.38
31/01/2012,IAH,7999,95,344,84.2
31/01/2012,JFK,20466,138,1161,148.3
31/01/2012,LAS,866,7,30,123.71
31/01/2012,LAX,16483,91,824,181.13
31/01/2012,MCO,2727,20,129,136.35
31/01/2012,MIA,19549,169,749,115.67
31/01/2012,MSP,1110,8,83,138.75
31/01/2012,ORD,7020,50,301,140.4
31/01/2012,PHL,1926,21,104,91.71
31/01/2012,PHX,1797,18,79,99.83
31/01/2012,SEA,2736,20,125,136.8
31/01/2012,SFO,7859,41,354,191.68
31/01/2012,LGA,8719,86,452,101.38
31/01/2012,BOS,1744,20,152,87
01/02/2012,ATL,7885,68,314,115.96
01/02/2012,CLT,1757,16,49,109.81
01/02/2012,DEN,1020,10,39,102
01/02/2012,DFW,4841,46,218,105.24
01/02/2012,DTW,2679,18,149,148.83
01/02/2012,EWR,8874,76,491,116.76
01/02/2012,IAH,7577,96,330,78.93
01/02/2012,JFK,21563,139,1178,155.13
01/02/2012,LAS,1368,10,44,136.8
01/02/2012,LAX,17279,95,880,181.88
01/02/2012,MCO,2645,15,124,176.33
01/02/2012,MIA,19749,163,794,121.16
01/02/2012,MSP,2084,17,86,122.59
01/02/2012,ORD,8214,58,275,141.62
01/02/2012,PHL,1862,22,115,84.64
01/02/2012,PHX,1539,18,53,85.5
01/02/2012,SEA,3005,21,133,143.1
01/02/2012,SFO,9339,45,351,207.53
01/02/2012,LGA,8874,76,491,116.76
01/02/2012,BOS,2052,21,136,97
02/02/2012,ATL,8160,69,353,118.26
02/02/2012,CLT,1818,16,53,113.63
02/02/2012,DEN,1277,12,45,106.42
02/02/2012,DFW,5305,53,233,100.09
02/02/2012,DTW,2534,18,177,140.78
02/02/2012,EWR,9271,85,422,109.07
02/02/2012,IAH,8672,114,354,76.07
02/02/2012,JFK,22567,144,1220,156.72
02/02/2012,LAS,2800,19,93,147.37
02/02/2012,LAX,17865,95,960,188.05
02/02/2012,MCO,3231,20,129,161.55
02/02/2012,MIA,20810,167,812,124.61
02/02/2012,MSP,1656,15,79,110.4
02/02/2012,ORD,6987,54,334,129.39
02/02/2012,PHL,2231,23,139,97
02/02/2012,PHX,1576,18,79,87.56
02/02/2012,SEA,1892,17,118,111.29
02/02/2012,SFO,7832,42,326,186.48
02/02/2012,LGA,9271,85,422,109.07
02/02/2012,BOS,1847,17,109,108
03/02/2012,ATL,8791,67,345,131.21
03/02/2012,CLT,1916,14,49,136.86
03/02/2012,DEN,960,8,36,120
03/02/2012,DFW,6012,53,218,113.43
03/02/2012,DTW,2807,17,160,165.12
03/02/2012,EWR,10750,89,506,120.79
03/02/2012,IAH,10348,114,415,90.77
03/02/2012,JFK,22114,145,1166,152.51
03/02/2012,LAS,2164,17,60,127.29
03/02/2012,LAX,17987,96,840,187.36
03/02/2012,MCO,3395,20,157,169.75
03/02/2012,MIA,24145,179,927,134.89
03/02/2012,MSP,1976,16,89,123.5
03/02/2012,ORD,8438,61,356,138.33
03/02/2012,PHL,2738,26,153,105.31
03/02/2012,PHX,1902,20,73,95.1
03/02/2012,SEA,2709,21,142,129
03/02/2012,SFO,9692,46,404,210.7
03/02/2012,LGA,10750,89,506,120.79
03/02/2012,BOS,2834,23,147,123
04/02/2012,ATL,12119,78,460,155.37
04/02/2012,CLT,4238,32,79,132.44
04/02/2012,DEN,2098,18,62,116.56
04/02/2012,DFW,7182,61,247,117.74
04/02/2012,DTW,3902,24,268,162.58
04/02/2012,EWR,12952,99,489,130.83
04/02/2012,IAH,11747,116,464,101.27
04/02/2012,JFK,26184,156,1210,167.85
04/02/2012,LAS,1287,10,49,128.7
04/02/2012,LAX,20637,106,857,194.69
04/02/2012,MCO,4692,26,197,180.46
04/02/2012,MIA,24614,177,802,139.06
04/02/2012,MSP,3926,29,104,135.38
04/02/2012,ORD,11078,73,395,151.75
04/02/2012,PHL,4069,31,190,131.26
04/02/2012,PHX,2669,24,94,111.21
04/02/2012,SEA,3146,22,136,143
04/02/2012,SFO,10444,49,396,213.14
04/02/2012,LGA,12952,99,489,130.83
04/02/2012,BOS,3630,29,148,125
05/02/2012,ATL,9686,68,415,142.44
05/02/2012,CLT,2610,22,73,118.64
05/02/2012,DEN,1290,12,41,107.5
05/02/2012,DFW,6955,61,252,114.02
05/02/2012,DTW,3239,18,195,179.94
05/02/2012,EWR,11598,97,452,119.57
05/02/2012,IAH,10752,117,385,91.9
05/02/2012,JFK,26118,147,1130,177.67
05/02/2012,LAS,1919,17,71,112.88
05/02/2012,LAX,19645,102,943,192.6
05/02/2012,MCO,3151,21,156,150.05
05/02/2012,MIA,23188,179,782,129.54
05/02/2012,MSP,2743,21,96,130.62
05/02/2012,ORD,9975,65,324,153.46
05/02/2012,PHL,3397,32,186,106.16
05/02/2012,PHX,1874,22,89,85.18
05/02/2012,SEA,2842,18,103,157.89
05/02/2012,SFO,10059,46,363,218.67
05/02/2012,LGA,11598,97,452,119.57
05/02/2012,BOS,2313,18,102,128
06/02/2012,ATL,8745,68,347,128.6
06/02/2012,CLT,2001,15,48,133.4
06/02/2012,DEN,1301,10,43,130.1
06/02/2012,DFW,5693,54,218,105.43
06/02/2012,DTW,3000,20,209,150
06/02/2012,EWR,10893,91,418,119.7
06/02/2012,IAH,8531,110,309,77.55
06/02/2012,JFK,23004,147,1230,156.49
06/02/2012,LAS,1795,12,63,149.58
06/02/2012,LAX,17042,93,939,183.25
06/02/2012,MCO,2595,17,131,152.65
06/02/2012,MIA,20611,169,721,121.96
06/02/2012,MSP,1886,16,74,117.88
06/02/2012,ORD,8771,61,304,143.79
06/02/2012,PHL,2909,24,145,121.21
06/02/2012,PHX,2053,19,64,108.05
06/02/2012,SEA,2458,20,96,122.9
06/02/2012,SFO,9658,44,327,219.5
06/02/2012,LGA,10893,91,418,119.7
06/02/2012,BOS,2187,19,113,115
07/02/2012,ATL,7154,65,364,110.06
07/02/2012,CLT,1983,16,47,123.94
07/02/2012,DEN,912,9,33,101.33
07/02/2012,DFW,4333,49,213,88.43
07/02/2012,DTW,1617,14,142,115.5
07/02/2012,EWR,8389,88,391,95.33
07/02/2012,IAH,6917,94,316,73.59
07/02/2012,JFK,17690,132,1148,134.02
07/02/2012,LAS,903,10,33,90.3
07/02/2012,LAX,15465,89,758,173.76
07/02/2012,MCO,2585,17,120,152.06
07/02/2012,MIA,18683,168,767,111.21
07/02/2012,MSP,1316,10,61,131.6
07/02/2012,ORD,6321,51,301,123.94
07/02/2012,PHL,1726,20,124,86.3
07/02/2012,PHX,1484,19,73,78.11
07/02/2012,SEA,2479,20,111,123.95
07/02/2012,SFO,7563,42,341,180.07
07/02/2012,LGA,8389,88,391,95.33
07/02/2012,BOS,1451,17,89,85
08/02/2012,ATL,7468,66,362,113.15
08/02/2012,CLT,1607,14,43,114.79
08/02/2012,DEN,1067,10,35,106.7
08/02/2012,DFW,3985,46,216,86.63
08/02/2012,DTW,2521,19,176,132.68
08/02/2012,EWR,8184,76,437,107.68
08/02/2012,IAH,6809,96,305,70.93
08/02/2012,JFK,19639,139,1127,141.29
08/02/2012,LAS,1406,8,48,175.75
08/02/2012,LAX,15541,91,810,170.78
08/02/2012,MCO,3107,17,128,182.76
08/02/2012,MIA,19404,161,781,120.52
08/02/2012,MSP,2122,17,97,124.82
08/02/2012,ORD,7230,57,290,126.84
08/02/2012,PHL,1841,21,116,87.67
08/02/2012,PHX,1382,18,69,76.78
08/02/2012,SEA,2520,19,115,132.63
08/02/2012,SFO,7925,44,314,180.11
08/02/2012,LGA,8184,76,437,107.68
08/02/2012,BOS,1761,19,102,92
09/02/2012,ATL,8029,69,363,116.36
09/02/2012,CLT,1827,16,59,114.19
09/02/2012,DEN,1344,12,40,112
09/02/2012,DFW,5216,52,261,100.31
09/02/2012,DTW,2613,18,171,145.17
09/02/2012,EWR,10064,87,440,115.68
09/02/2012,IAH,7976,111,335,71.86
09/02/2012,JFK,22424,143,1212,156.81
09/02/2012,LAS,2769,17,97,162.88
09/02/2012,LAX,17789,101,856,176.13
09/02/2012,MCO,3475,21,142,165.48
09/02/2012,MIA,20142,165,761,122.07
09/02/2012,MSP,1782,15,77,118.8
09/02/2012,ORD,6992,57,326,122.67
09/02/2012,PHL,2171,26,119,83.5
09/02/2012,PHX,1562,18,63,86.78
09/02/2012,SEA,1919,17,130,112.88
09/02/2012,SFO,7752,42,317,184.57
09/02/2012,LGA,10064,87,440,115.68
09/02/2012,BOS,2459,18,112,136
10/02/2012,ATL,9701,67,390,144.79
10/02/2012,CLT,2225,14,47,158.93
10/02/2012,DEN,1240,10,42,124
10/02/2012,DFW,6031,53,243,113.79
10/02/2012,DTW,3172,17,149,186.59
10/02/2012,EWR,13207,95,498,139.02
10/02/2012,IAH,10067,114,379,88.31
10/02/2012,JFK,26057,150,1236,173.71
10/02/2012,LAS,1729,10,58,172.9
10/02/2012,LAX,18606,98,883,189.86
10/02/2012,MCO,3762,21,174,179.14
10/02/2012,MIA,25081,178,969,140.9
10/02/2012,MSP,2450,19,87,128.95
10/02/2012,ORD,9490,63,393,150.63
10/02/2012,PHL,3473,26,166,133.58
10/02/2012,PHX,2048,20,66,102.4
10/02/2012,SEA,3025,21,138,144.05
10/02/2012,SFO,9476,45,327,210.58
10/02/2012,LGA,13207,95,498,139.02
10/02/2012,BOS,3533,23,144,153
11/02/2012,ATL,12356,76,427,162.58
11/02/2012,CLT,4594,32,95,143.56
11/02/2012,DEN,2110,18,71,117.22
11/02/2012,DFW,7550,64,251,117.97
11/02/2012,DTW,4340,24,205,180.83
11/02/2012,EWR,14829,97,482,152.88
11/02/2012,IAH,11578,114,330,101.56
11/02/2012,JFK,28105,155,1200,181.32
11/02/2012,LAS,1655,10,62,165.5
11/02/2012,LAX,20697,106,946,195.25
11/02/2012,MCO,4726,26,188,181.77
11/02/2012,MIA,25647,173,845,148.25
11/02/2012,MSP,4148,28,109,148.14
11/02/2012,ORD,12071,74,354,163.12
11/02/2012,PHL,4689,32,163,146.53
11/02/2012,PHX,2702,24,78,112.58
11/02/2012,SEA,3459,23,111,150.39
11/02/2012,SFO,10816,50,394,216.32
11/02/2012,LGA,14829,97,482,152.88
11/02/2012,BOS,4431,30,154,147
12/02/2012,ATL,10643,71,434,149.9
12/02/2012,CLT,3355,22,62,152.5
12/02/2012,DEN,1569,14,53,112.07
12/02/2012,DFW,7004,59,253,118.71
12/02/2012,DTW,3409,18,205,189.39
12/02/2012,EWR,13716,99,565,138.55
12/02/2012,IAH,11187,116,346,96.44
12/02/2012,JFK,27779,155,1258,179.22
12/02/2012,LAS,2900,17,95,170.59
12/02/2012,LAX,19844,102,926,194.55
12/02/2012,MCO,3340,21,137,159.05
12/02/2012,MIA,25141,179,804,140.45
12/02/2012,MSP,3013,22,101,136.95
12/02/2012,ORD,9909,66,376,150.14
12/02/2012,PHL,4132,31,222,133.29
12/02/2012,PHX,2367,23,81,102.91
12/02/2012,SEA,2908,20,126,145.4
12/02/2012,SFO,10013,45,390,222.51
12/02/2012,LGA,13716,99,565,138.55
12/02/2012,BOS,2965,20,140,148
13/02/2012,ATL,8684,65,369,133.6
13/02/2012,CLT,2146,16,58,134.13
13/02/2012,DEN,1211,10,39,121.1
13/02/2012,DFW,6000,54,239,111.11
13/02/2012,DTW,2947,20,185,147.35
13/02/2012,EWR,11002,95,437,115.81
13/02/2012,IAH,8786,108,308,81.35
13/02/2012,JFK,24172,149,1094,162.23
13/02/2012,LAS,1448,9,49,160.89
13/02/2012,LAX,16666,91,825,183.14
13/02/2012,MCO,2611,16,123,163.19
13/02/2012,MIA,22071,167,815,132.16
13/02/2012,MSP,2260,18,92,125.56
13/02/2012,ORD,8841,63,319,140.33
13/02/2012,PHL,2729,24,132,113.71
13/02/2012,PHX,1815,18,55,100.83
13/02/2012,SEA,2208,19,113,116.21
13/02/2012,SFO,8572,43,337,199.35
13/02/2012,LGA,11002,95,437,115.81
13/02/2012,BOS,1911,19,164,100
14/02/2012,ATL,7521,63,322,119.38
14/02/2012,CLT,1632,15,56,108.8
14/02/2012,DEN,1080,11,36,98.18
14/02/2012,DFW,4616,49,206,94.2
14/02/2012,DTW,1753,15,175,116.87
14/02/2012,EWR,8551,87,383,98.29
14/02/2012,IAH,6850,89,257,76.97
14/02/2012,JFK,19480,135,1069,144.3
14/02/2012,LAS,1013,7,20,144.71
14/02/2012,LAX,15485,91,867,170.16
14/02/2012,MCO,2868,20,126,143.4
14/02/2012,MIA,20621,163,761,126.51
14/02/2012,MSP,1395,11,91,126.82
14/02/2012,ORD,6677,55,300,121.4
14/02/2012,PHL,1669,20,103,83.45
14/02/2012,PHX,1514,19,65,79.68
14/02/2012,SEA,2343,19,115,123.32
14/02/2012,SFO,6803,41,297,165.93
14/02/2012,LGA,8551,87,383,98.29
14/02/2012,BOS,1714,20,112,85
15/02/2012,ATL,8916,70,337,127.37
15/02/2012,CLT,2082,15,63,138.8
15/02/2012,DEN,743,8,31,92.88
15/02/2012,DFW,5306,53,231,100.11
15/02/2012,DTW,2707,18,196,150.39
15/02/2012,EWR,9129,78,466,117.04
15/02/2012,IAH,8437,96,331,87.89
15/02/2012,JFK,23022,149,1185,154.51
15/02/2012,LAS,1133,7,50,161.86
15/02/2012,LAX,16416,92,962,178.43
15/02/2012,MCO,3152,19,133,165.89
15/02/2012,MIA,24320,165,877,147.39
15/02/2012,MSP,2195,17,75,129.12
15/02/2012,ORD,8688,61,307,142.43
15/02/2012,PHL,1987,20,119,99.35
15/02/2012,PHX,1601,18,44,88.94
15/02/2012,SEA,2607,20,140,130.35
15/02/2012,SFO,8919,45,346,198.2
15/02/2012,LGA,9129,78,466,117.04
15/02/2012,BOS,2160,21,101,102
16/02/2012,ATL,9537,72,366,132.46
16/02/2012,CLT,2437,20,56,121.85
16/02/2012,DEN,1386,12,48,115.5
16/02/2012,DFW,5556,54,211,102.89
16/02/2012,DTW,2989,21,194,142.33
16/02/2012,EWR,10861,86,460,126.29
16/02/2012,IAH,9320,110,334,84.73
16/02/2012,JFK,24349,152,1125,160.19
16/02/2012,LAS,2618,17,79,154
16/02/2012,LAX,18798,100,874,187.98
16/02/2012,MCO,3620,20,158,181
16/02/2012,MIA,24890,167,899,149.04
16/02/2012,MSP,2220,20,83,111
16/02/2012,ORD,7740,59,364,131.19
16/02/2012,PHL,2329,24,141,97.04
16/02/2012,PHX,1927,18,77,107.06
16/02/2012,SEA,1997,16,116,124.81
16/02/2012,SFO,8242,44,370,187.32
16/02/2012,LGA,10861,86,460,126.29
16/02/2012,BOS,2155,20,140,107
17/02/2012,ATL,10478,73,395,143.53
17/02/2012,CLT,2397,18,72,133.17
17/02/2012,DEN,1332,11,44,121.09
17/02/2012,DFW,5826,55,221,105.93
17/02/2012,DTW,3397,19,150,178.79
17/02/2012,EWR,11830,91,458,130
17/02/2012,IAH,10483,114,374,91.96
17/02/2012,JFK,25250,156,1230,161.86
17/02/2012,LAS,1609,12,58,134.08
17/02/2012,LAX,17817,95,949,187.55
17/02/2012,MCO,3714,22,140,168.82
17/02/2012,MIA,28089,181,938,155.19
17/02/2012,MSP,2767,23,90,120.3
17/02/2012,ORD,8924,62,364,143.94
17/02/2012,PHL,3232,27,132,119.7
17/02/2012,PHX,2119,21,67,100.9
17/02/2012,SEA,2697,21,165,128.43
17/02/2012,SFO,9198,44,353,209.05
17/02/2012,LGA,11830,91,458,130
17/02/2012,BOS,2893,24,156,120
