Date,Airport,Total,Flights,Booths,Mean per flight
14/10/2012,LGA,14102,90,420,156.69
15/10/2012,ATL,11338,65,588,174.43
15/10/2012,BOS,4177,26,161,160.65
15/10/2012,CLT,2773,15,74,184.87
15/10/2012,DEN,838,7,34,119.71
15/10/2012,DFW,7205,60,192,120.08
15/10/2012,DTW,4115,20,200,205.75
15/10/2012,EWR,13187,92,412,143.34
15/10/2012,IAH,8749,93,325,94.08
15/10/2012,JFK,34438,167,1152,206.22
15/10/2012,LAS,1886,12,74,157.17
15/10/2012,LAX,19071,92,850,207.29
15/10/2012,MCO,3227,18,126,179.28
15/10/2012,MIA,22805,159,819,143.43
15/10/2012,MSP,1642,10,66,164.2
15/10/2012,ORD,11477,64,329,179.33
15/10/2012,PHL,4481,25,143,179.24
15/10/2012,PHX,1889,17,68,111.12
15/10/2012,SEA,2940,20,126,147
15/10/2012,SFO,10982,49,430,224.12
15/10/2012,LGA,13187,92,412,143.34
16/10/2012,ATL,10016,62,545,161.55
16/10/2012,BOS,3952,28,171,141.14
16/10/2012,CLT,2065,11,60,187.73
16/10/2012,DEN,905,8,30,113.13
16/10/2012,DFW,5803,53,172,109.49
16/10/2012,DTW,2938,18,183,163.22
16/10/2012,EWR,11428,87,400,131.36
16/10/2012,IAH,6911,83,288,83.27
16/10/2012,JFK,30557,161,1111,189.8
16/10/2012,LAS,1311,8,51,163.88
16/10/2012,LAX,17658,91,831,194.04
16/10/2012,MCO,3560,19,137,187.37
16/10/2012,MIA,19958,141,778,141.55
16/10/2012,MSP,1770,12,48,147.5
16/10/2012,ORD,10135,60,268,168.92
16/10/2012,PHL,3455,22,86,157.05
16/10/2012,PHX,1489,14,60,106.36
16/10/2012,SEA,3220,24,130,134.17
16/10/2012,SFO,9760,48,371,203.33
16/10/2012,LGA,11428,87,400,131.36
17/10/2012,ATL,9807,64,551,153.23
17/10/2012,BOS,4123,28,160,147.25
17/10/2012,CLT,2067,13,64,159
17/10/2012,DEN,815,7,28,116.43
17/10/2012,DFW,5900,54,177,109.26
17/10/2012,DTW,3531,19,188,185.84
17/10/2012,EWR,11057,82,398,134.84
17/10/2012,IAH,7524,85,296,88.52
17/10/2012,JFK,30840,165,1108,186.91
17/10/2012,LAS,1963,9,74,218.11
17/10/2012,LAX,17072,90,874,189.69
17/10/2012,MCO,3786,19,150,199.26
17/10/2012,MIA,19684,145,820,135.75
17/10/2012,MSP,1524,12,49,127
17/10/2012,ORD,10129,61,274,166.05
17/10/2012,PHL,3454,22,114,157
17/10/2012,PHX,909,13,56,69.92
17/10/2012,SEA,2929,22,136,133.14
17/10/2012,SFO,9999,48,372,208.31
17/10/2012,LGA,11057,82,398,134.84
18/10/2012,ATL,10343,66,616,156.71
18/10/2012,BOS,4490,26,147,172.69
18/10/2012,CLT,2134,13,69,164.15
18/10/2012,DEN,916,8,29,114.5
18/10/2012,DFW,6245,57,175,109.56
18/10/2012,DTW,3553,19,211,187
18/10/2012,EWR,12878,85,422,151.51
18/10/2012,IAH,7895,92,292,85.82
18/10/2012,JFK,31565,160,1180,197.28
18/10/2012,LAS,3393,21,117,161.57
18/10/2012,LAX,18663,94,848,198.54
18/10/2012,MCO,3002,19,133,158
18/10/2012,MIA,22049,152,841,145.06
18/10/2012,MSP,1615,10,56,161.5
18/10/2012,ORD,10516,64,269,164.31
18/10/2012,PHL,3304,22,119,150.18
18/10/2012,PHX,1424,18,68,79.11
18/10/2012,SEA,2868,22,100,130.36
18/10/2012,SFO,10246,48,382,213.46
18/10/2012,LGA,12878,85,422,151.51
19/10/2012,ATL,11339,65,651,174.45
19/10/2012,BOS,5073,29,159,174.93
19/10/2012,CLT,2767,16,79,172.94
19/10/2012,DEN,852,7,31,121.71
19/10/2012,DFW,6938,58,172,119.62
19/10/2012,DTW,3696,17,163,217.41
19/10/2012,EWR,13818,88,427,157.02
19/10/2012,IAH,9862,100,333,98.62
19/10/2012,JFK,34169,168,1273,203.39
19/10/2012,LAS,2089,12,67,174.08
19/10/2012,LAX,18861,93,884,202.81
19/10/2012,MCO,4128,21,116,196.57
19/10/2012,MIA,24094,157,888,153.47
19/10/2012,MSP,1703,10,66,170.3
19/10/2012,ORD,10896,60,292,181.6
19/10/2012,PHL,3927,25,135,157.08
19/10/2012,PHX,1602,17,71,94.24
